t,o
2017-10-06,"{'c': 305.57, 'h': 305.57, 'l': 293.818, 'o': 294.502}"
2017-10-07,"{'c': 311.816, 'h': 312.992, 'l': 304.516, 'o': 305.57}"
2017-10-08,"{'c': 308.81, 'h': 312.88600000000014, 'l': 308.566, 'o': 311.3160000000001}"
2017-10-09,"{'c': 296.036, 'h': 308.91, 'l': 285.992, 'o': 308.91}"
2017-10-10,"{'c': 298.466, 'h': 304.95599999999996, 'l': 291.228, 'o': 296.82000000000005}"
2017-10-11,"{'c': 302.494, 'h': 303.41, 'l': 297.51, 'o': 299.622}"
2017-10-12,"{'c': 302.584, 'h': 307.26, 'l': 301.248, 'o': 302.498}"
2017-10-13,"{'c': 336.69599999999997, 'h': 346.526, 'l': 299.066, 'o': 302.59600000000006}"
2017-10-14,"{'c': 338.122, 'h': 346.49800000000005, 'l': 333.48800000000006, 'o': 336.7}"
2017-10-15,"{'c': 336.34599999999995, 'h': 340.684, 'l': 320.3160000000001, 'o': 337.15}"
2017-10-16,"{'c': 333.31, 'h': 349.848, 'l': 330.99199999999996, 'o': 336.324}"
2017-10-17,"{'c': 316.19, 'h': 334.1640000000001, 'l': 310.35, 'o': 333.986}"
2017-10-18,"{'c': 313.80800000000005, 'h': 316.204, 'l': 288.42, 'o': 316.204}"
2017-10-19,"{'c': 308.006, 'h': 316.63, 'l': 305.002, 'o': 313.73}"
2017-10-20,"{'c': 303.862, 'h': 311.458, 'l': 302.138, 'o': 307.94000000000005}"
2017-10-21,"{'c': 299.44599999999997, 'h': 303.23, 'l': 291.384, 'o': 303.23}"
2017-10-22,"{'c': 294.322, 'h': 306, 'l': 291.57, 'o': 300.53}"
2017-10-23,"{'c': 285.226, 'h': 294.318, 'l': 275.77, 'o': 294.318}"
2017-10-24,"{'c': 296.348, 'h': 312.02, 'l': 280.276, 'o': 285.416}"
2017-10-25,"{'c': 296.842, 'h': 303.034, 'l': 289.83, 'o': 296.74}"
2017-10-26,"{'c': 296.06, 'h': 300.7759999999999, 'l': 293.966, 'o': 296.454}"
2017-10-27,"{'c': 296.6280000000001, 'h': 299.0780000000001, 'l': 293.008, 'o': 296.052}"
2017-10-28,"{'c': 294.298, 'h': 297.83, 'l': 292.09, 'o': 297.1500000000001}"
2017-10-29,"{'c': 303.05, 'h': 309.88, 'l': 294.016, 'o': 294.898}"
2017-10-30,"{'c': 306.434, 'h': 309.42, 'l': 303.064, 'o': 303.064}"
2017-10-31,"{'c': 303.622, 'h': 309.4600000000001, 'l': 303.622, 'o': 306.482}"
2017-11-01,"{'c': 289.79, 'h': 304.726, 'l': 289.262, 'o': 303.116}"
2017-11-02,"{'c': 284.722, 'h': 292.522, 'l': 277.42400000000004, 'o': 289.6740000000001}"
2017-11-03,"{'c': 305.408, 'h': 307.586, 'l': 285.59, 'o': 286.27200000000005}"
2017-11-04,"{'c': 300.324, 'h': 305.31, 'l': 297.052, 'o': 305.15}"
2017-11-05,"{'c': 296.368, 'h': 300.764, 'l': 295.11400000000003, 'o': 300.764}"
2017-11-06,"{'c': 297.538, 'h': 303.904, 'l': 290.7340000000001, 'o': 295.9899999999999}"
2017-11-07,"{'c': 292.322, 'h': 303.346, 'l': 288.202, 'o': 297.584}"
2017-11-08,"{'c': 308.226, 'h': 319.558, 'l': 291.16200000000003, 'o': 292.142}"
2017-11-09,"{'c': 320.61, 'h': 330.17, 'l': 306.42999999999995, 'o': 307.94599999999997}"
2017-11-10,"{'c': 298.012, 'h': 325.702, 'l': 291.556, 'o': 319.798}"
2017-11-11,"{'c': 313.958, 'h': 320.11, 'l': 297.9620000000001, 'o': 298.496}"
2017-11-12,"{'c': 306.72, 'h': 317.242, 'l': 300.97, 'o': 314.078}"
2017-11-13,"{'c': 314.964, 'h': 318.4260000000001, 'l': 306.236, 'o': 307.034}"
2017-11-14,"{'c': 335.134, 'h': 336.58200000000005, 'l': 315, 'o': 315.81000000000006}"
2017-11-15,"{'c': 331.51199999999994, 'h': 339.92, 'l': 326.18999999999994, 'o': 335.54400000000004}"
2017-11-16,"{'c': 330.4, 'h': 334.912, 'l': 322.342, 'o': 332.168}"
2017-11-17,"{'c': 331.546, 'h': 334.2639999999999, 'l': 326.428, 'o': 330.906}"
2017-11-18,"{'c': 346.42199999999997, 'h': 348.9740000000001, 'l': 328.1260000000001, 'o': 331.62}"
2017-11-19,"{'c': 355.112, 'h': 370.274, 'l': 344.974, 'o': 346.672}"
2017-11-20,"{'c': 368.332, 'h': 372.85400000000004, 'l': 354.9120000000001, 'o': 355.06199999999995}"
2017-11-21,"{'c': 360.91, 'h': 372.86, 'l': 350.80400000000003, 'o': 368.588}"
2017-11-22,"{'c': 380.768, 'h': 381.134, 'l': 361.044, 'o': 361.044}"
2017-11-23,"{'c': 408.346, 'h': 424.864, 'l': 376.014, 'o': 381.06199999999995}"
2017-11-24,"{'c': 470.402, 'h': 477.27800000000013, 'l': 400.418, 'o': 409.536}"
2017-11-25,"{'c': 465.656, 'h': 481.016, 'l': 457.35, 'o': 472.44800000000004}"
2017-11-26,"{'c': 469.43800000000005, 'h': 471.4, 'l': 450.44199999999995, 'o': 465.35}"
2017-11-27,"{'c': 477.278, 'h': 488.99799999999993, 'l': 461.47, 'o': 469.846}"
2017-11-28,"{'c': 468.08600000000007, 'h': 478.85, 'l': 457.99799999999993, 'o': 477.39599999999996}"
2017-11-29,"{'c': 435.2600000000001, 'h': 510.45, 'l': 421.668, 'o': 468.236}"
2017-11-30,"{'c': 437.386, 'h': 469.662, 'l': 398.89, 'o': 435.2600000000001}"
2017-12-01,"{'c': 463.474, 'h': 467.292, 'l': 416.21, 'o': 436.902}"
2017-12-02,"{'c': 457.13, 'h': 470.904, 'l': 452.07599999999996, 'o': 463.42000000000013}"
2017-12-03,"{'c': 463.95, 'h': 480.55400000000003, 'l': 448.234, 'o': 457.13}"
2017-12-04,"{'c': 467.45200000000006, 'h': 471.662, 'l': 448.046, 'o': 463.068}"
2017-12-05,"{'c': 459.64, 'h': 468.99, 'l': 452.58, 'o': 468.838}"
2017-12-06,"{'c': 420.964, 'h': 461.18, 'l': 415.16, 'o': 459.31199999999995}"
2017-12-07,"{'c': 424.266, 'h': 436.176, 'l': 400.66, 'o': 421.67199999999997}"
2017-12-08,"{'c': 452.798, 'h': 459.66, 'l': 416.476, 'o': 424.92000000000013}"
2017-12-09,"{'c': 473.458, 'h': 501.048, 'l': 451.52800000000013, 'o': 454.14400000000006}"
2017-12-10,"{'c': 440.53, 'h': 471.842, 'l': 431.19800000000004, 'o': 471.842}"
2017-12-11,"{'c': 513.5620000000001, 'h': 516.622, 'l': 441.03, 'o': 441.03}"
2017-12-12,"{'c': 672.4460000000001, 'h': 675.3979999999998, 'l': 499.67199999999997, 'o': 520.5780000000002}"
2017-12-13,"{'c': 702.382, 'h': 754.664, 'l': 604.9780000000001, 'o': 667.4839999999999}"
2017-12-14,"{'c': 698.1260000000001, 'h': 753.9699999999998, 'l': 665.0799999999998, 'o': 700.7819999999998}"
2017-12-15,"{'c': 688.5360000000002, 'h': 698.722, 'l': 617.9060000000002, 'o': 698.6139999999998}"
2017-12-16,"{'c': 697.1659999999998, 'h': 711.0620000000001, 'l': 681.7479999999998, 'o': 688.926}"
2017-12-17,"{'c': 721.3140000000002, 'h': 738.824, 'l': 695.2959999999998, 'o': 695.2959999999998}"
2017-12-18,"{'c': 787.1879999999999, 'h': 798.192, 'l': 687.192, 'o': 723.2719999999999}"
2017-12-19,"{'c': 819.8640000000001, 'h': 869.988, 'l': 774.738, 'o': 786.922}"
2017-12-20,"{'c': 802.45, 'h': 829.122, 'l': 732.6960000000001, 'o': 820.8340000000002}"
2017-12-21,"{'c': 796.2239999999998, 'h': 840.2760000000002, 'l': 768.9759999999999, 'o': 802.95}"
2017-12-22,"{'c': 676.2479999999998, 'h': 799.1320000000002, 'l': 498.608, 'o': 798.0020000000002}"
2017-12-23,"{'c': 718.8040000000002, 'h': 764.76, 'l': 663.6239999999999, 'o': 679.9159999999998}"
2017-12-24,"{'c': 689.0219999999999, 'h': 720.8619999999999, 'l': 612.3660000000001, 'o': 720.8619999999999}"
2017-12-25,"{'c': 730.048, 'h': 754.9559999999999, 'l': 686.0339999999999, 'o': 690.686}"
2017-12-26,"{'c': 754.47, 'h': 762.8140000000002, 'l': 730.1859999999998, 'o': 730.1859999999998}"
2017-12-27,"{'c': 740.1940000000002, 'h': 765.0959999999999, 'l': 710.034, 'o': 751.9860000000001}"
2017-12-28,"{'c': 721.238, 'h': 740.802, 'l': 677.8380000000001, 'o': 740.61}"
2017-12-29,"{'c': 744.966, 'h': 751.7, 'l': 712.0419999999999, 'o': 721.4879999999998}"
2017-12-30,"{'c': 700.068, 'h': 744.8359999999999, 'l': 693.262, 'o': 743.4040000000001}"
2017-12-31,"{'c': 736.8500000000001, 'h': 743.308, 'l': 693.0200000000002, 'o': 696.206}"
2018-01-01,"{'c': 750.296, 'h': 759.952, 'l': 720.1039999999999, 'o': 737.7139999999998}"
2018-01-02,"{'c': 859.4639999999998, 'h': 869.5239999999999, 'l': 752.9019999999999, 'o': 752.9019999999999}"
2018-01-03,"{'c': 940.962, 'h': 948.602, 'l': 848.9119999999998, 'o': 860.742}"
2018-01-04,"{'c': 947.196, 'h': 995.938, 'l': 906.176, 'o': 938.612}"
2018-01-05,"{'c': 968.7, 'h': 1016.314, 'l': 933.702, 'o': 941.3660000000001}"
2018-01-06,"{'c': 1004.718, 'h': 1005.846, 'l': 964.75, 'o': 966.1519999999999}"
2018-01-07,"{'c': 1110.808, 'h': 1110.808, 'l': 1003.002, 'o': 1004.398}"
2018-01-08,"{'c': 1134.854, 'h': 1224.076, 'l': 975.952, 'o': 1113.934}"
2018-01-09,"{'c': 1292.236, 'h': 1298.484, 'l': 1131.7040000000004, 'o': 1137.692}"
2018-01-10,"{'c': 1247.2160000000001, 'h': 1380.734, 'l': 1212.542, 'o': 1288.1560000000004}"
2018-01-11,"{'c': 1138, 'h': 1329.0839999999998, 'l': 1113.5980000000004, 'o': 1271.326}"
2018-01-12,"{'c': 1259.6839999999995, 'h': 1279.8, 'l': 1097.398, 'o': 1132.7759999999996}"
2018-01-13,"{'c': 1382.28, 'h': 1418.814, 'l': 1261.082, 'o': 1261.082}"
2018-01-14,"{'c': 1358.3120000000001, 'h': 1384.766, 'l': 1280.948, 'o': 1380.556}"
2018-01-15,"{'c': 1271.6960000000001, 'h': 1376.994, 'l': 1269.288, 'o': 1358.6779999999999}"
2018-01-16,"{'c': 1067.292, 'h': 1276.26, 'l': 872.742, 'o': 1276.26}"
2018-01-17,"{'c': 1019.962, 'h': 1121.096, 'l': 765.6220000000002, 'o': 1081.7379999999996}"
2018-01-18,"{'c': 1025.392, 'h': 1100.292, 'l': 957.378, 'o': 1019.08}"
2018-01-19,"{'c': 1037.516, 'h': 1094.4360000000001, 'l': 1000.5400000000003, 'o': 1019.07}"
2018-01-20,"{'c': 1147.984, 'h': 1163.66, 'l': 1042.248, 'o': 1043.3200000000004}"
2018-01-21,"{'c': 1043.062, 'h': 1149.3260000000002, 'l': 1011.72, 'o': 1147.808}"
2018-01-22,"{'c': 997.824, 'h': 1078.5279999999998, 'l': 917.554, 'o': 1047.958}"
2018-01-23,"{'c': 982.5400000000003, 'h': 1017.138, 'l': 910.5419999999999, 'o': 998.05}"
2018-01-24,"{'c': 1059.64, 'h': 1059.64, 'l': 960.1239999999999, 'o': 987.036}"
2018-01-25,"{'c': 1044.9119999999998, 'h': 1100.33, 'l': 1020.462, 'o': 1056.052}"
2018-01-26,"{'c': 1048.6280000000004, 'h': 1072.132, 'l': 987.184, 'o': 1043.568}"
2018-01-27,"{'c': 1105.106, 'h': 1118.06, 'l': 1035.982, 'o': 1048.712}"
2018-01-28,"{'c': 1224.006, 'h': 1226.582, 'l': 1098.644, 'o': 1105.8239999999998}"
2018-01-29,"{'c': 1165, 'h': 1227.9299999999996, 'l': 1140.46, 'o': 1222.754}"
2018-01-30,"{'c': 1050.924, 'h': 1168.47, 'l': 1028.8080000000002, 'o': 1165.192}"
2018-01-31,"{'c': 1100.2580000000003, 'h': 1115.524, 'l': 1019.814, 'o': 1050.798}"
2018-02-01,"{'c': 1023.24, 'h': 1147.802, 'l': 947.742, 'o': 1101.686}"
2018-02-02,"{'c': 913.814, 'h': 1019.252, 'l': 742.298, 'o': 1019.252}"
2018-02-03,"{'c': 969.736, 'h': 994.41, 'l': 847.7479999999998, 'o': 914.436}"
2018-02-04,"{'c': 824.1360000000002, 'h': 969.022, 'l': 790.4, 'o': 967.084}"
2018-02-05,"{'c': 693.8739999999999, 'h': 852.5439999999999, 'l': 620.4460000000001, 'o': 830.184}"
2018-02-06,"{'c': 790.076, 'h': 801.27, 'l': 569.802, 'o': 703.578}"
2018-02-07,"{'c': 750.9699999999998, 'h': 859.5540000000002, 'l': 722.7339999999999, 'o': 791.5679999999999}"
2018-02-08,"{'c': 813.0219999999998, 'h': 844.2880000000001, 'l': 754.6160000000001, 'o': 754.6160000000001}"
2018-02-09,"{'c': 877.8800000000001, 'h': 879.5020000000002, 'l': 781.8960000000001, 'o': 812.4}"
2018-02-10,"{'c': 851.9939999999999, 'h': 909.176, 'l': 819.3, 'o': 875.382}"
2018-02-11,"{'c': 811.834, 'h': 852.96, 'l': 781.658, 'o': 849.3400000000001}"
2018-02-12,"{'c': 865.0259999999997, 'h': 874.57, 'l': 814.1820000000001, 'o': 815.2360000000001}"
2018-02-13,"{'c': 841.028, 'h': 868.28, 'l': 825.2900000000003, 'o': 866.75}"
2018-02-14,"{'c': 921.222, 'h': 923.028, 'l': 840.934, 'o': 840.934}"
2018-02-15,"{'c': 928.944, 'h': 949.52, 'l': 906.452, 'o': 917.572}"
2018-02-16,"{'c': 945.304, 'h': 948.731, 'l': 911.67, 'o': 927.15}"
2018-02-17,"{'c': 974.426, 'h': 976.595, 'l': 940.754, 'o': 944.21}"
2018-02-18,"{'c': 925.04, 'h': 982.933, 'l': 915.445, 'o': 974.115}"
2018-02-19,"{'c': 943.818, 'h': 957.777, 'l': 921.554, 'o': 923.921}"
2018-02-20,"{'c': 895.371, 'h': 965.265, 'l': 892.954, 'o': 943.865}"
2018-02-21,"{'c': 849.971, 'h': 912.375, 'l': 830.563, 'o': 894.135}"
2018-02-22,"{'c': 812.845, 'h': 875.926, 'l': 802.668, 'o': 849.262}"
2018-02-23,"{'c': 864.189, 'h': 886.318, 'l': 794.791, 'o': 811.585}"
2018-02-24,"{'c': 840.515, 'h': 879.531, 'l': 818.55, 'o': 861.593}"
2018-02-25,"{'c': 844.81, 'h': 853.146, 'l': 822.381, 'o': 839.459}"
2018-02-26,"{'c': 869.315, 'h': 880.392, 'l': 842.319, 'o': 845.278}"
2018-02-27,"{'c': 878.107, 'h': 896.259, 'l': 867.146, 'o': 872.231}"
2018-02-28,"{'c': 855.199, 'h': 889.538, 'l': 855.124, 'o': 877.934}"
2018-03-01,"{'c': 872.2, 'h': 880.302, 'l': 851.92, 'o': 855.293}"
2018-03-02,"{'c': 856.853, 'h': 876.378, 'l': 852.422, 'o': 871.764}"
2018-03-03,"{'c': 857.225, 'h': 868.454, 'l': 855.207, 'o': 856.711}"
2018-03-04,"{'c': 866.678, 'h': 867.95, 'l': 840.28, 'o': 856.186}"
2018-03-05,"{'c': 853.684, 'h': 869.92, 'l': 853.52, 'o': 866.846}"
2018-03-06,"{'c': 816.951, 'h': 853.817, 'l': 809.931, 'o': 853.817}"
2018-03-07,"{'c': 752.831, 'h': 825.607, 'l': 726.547, 'o': 816.271}"
2018-03-08,"{'c': 704.596, 'h': 773.767, 'l': 696.169, 'o': 752.57}"
2018-03-09,"{'c': 728.916, 'h': 729.156, 'l': 648.107, 'o': 702.197}"
2018-03-10,"{'c': 686.89, 'h': 748.031, 'l': 682.695, 'o': 730.16}"
2018-03-11,"{'c': 723.339, 'h': 735.831, 'l': 668.123, 'o': 685.312}"
2018-03-12,"{'c': 699.831, 'h': 742.514, 'l': 683.268, 'o': 724.406}"
2018-03-13,"{'c': 690.827, 'h': 713.735, 'l': 682.35, 'o': 698.153}"
2018-03-14,"{'c': 614.291, 'h': 702.784, 'l': 594.1, 'o': 691.219}"
2018-03-15,"{'c': 611.304, 'h': 620.616, 'l': 579.505, 'o': 614.839}"
2018-03-16,"{'c': 601.666, 'h': 623.168, 'l': 587.862, 'o': 611.778}"
2018-03-17,"{'c': 552.779, 'h': 609.151, 'l': 549.096, 'o': 601.678}"
2018-03-18,"{'c': 538.644, 'h': 551.64, 'l': 460.088, 'o': 551.64}"
2018-03-19,"{'c': 554.365, 'h': 558.1, 'l': 519.123, 'o': 546.626}"
2018-03-20,"{'c': 557.175, 'h': 567.09, 'l': 521.812, 'o': 556.722}"
2018-03-21,"{'c': 561.732, 'h': 589.607, 'l': 550.572, 'o': 559.1}"
2018-03-22,"{'c': 539.2, 'h': 577.566, 'l': 523.089, 'o': 562.103}"
2018-03-23,"{'c': 537.552, 'h': 540.487, 'l': 512.127, 'o': 539.702}"
2018-03-24,"{'c': 527.297, 'h': 545.382, 'l': 526.08, 'o': 539.619}"
2018-03-25,"{'c': 524.436, 'h': 535.821, 'l': 515.659, 'o': 526.439}"
2018-03-26,"{'c': 489.897, 'h': 526.379, 'l': 470.44, 'o': 524.287}"
2018-03-27,"{'c': 449.971, 'h': 491.459, 'l': 449.971, 'o': 489.951}"
2018-03-28,"{'c': 448.697, 'h': 466.211, 'l': 444.861, 'o': 450.116}"
2018-03-29,"{'c': 385.964, 'h': 450.813, 'l': 385.813, 'o': 446.279}"
2018-03-30,"{'c': 394.645, 'h': 409.929, 'l': 368.633, 'o': 385.968}"
2018-03-31,"{'c': 396.523, 'h': 418.468, 'l': 392.953, 'o': 394.645}"
2018-04-01,"{'c': 379.607, 'h': 400.528, 'l': 363.805, 'o': 396.457}"
2018-04-02,"{'c': 386.022, 'h': 395.171, 'l': 377.593, 'o': 379.607}"
2018-04-03,"{'c': 416.298, 'h': 418.968, 'l': 383.532, 'o': 386.425}"
2018-04-04,"{'c': 381.043, 'h': 417.472, 'l': 375.31, 'o': 416.893}"
2018-04-05,"{'c': 383.232, 'h': 387.716, 'l': 369.816, 'o': 380.543}"
2018-04-06,"{'c': 370.16, 'h': 385.195, 'l': 366.911, 'o': 383.232}"
2018-04-07,"{'c': 385.481, 'h': 393.059, 'l': 369.936, 'o': 370.285}"
2018-04-08,"{'c': 399.776, 'h': 402.59, 'l': 385.314, 'o': 385.314}"
2018-04-09,"{'c': 397.137, 'h': 429.251, 'l': 390.61, 'o': 400.508}"
2018-04-10,"{'c': 414.155, 'h': 415.888, 'l': 393.879, 'o': 398.526}"
2018-04-11,"{'c': 420.364, 'h': 422.971, 'l': 412.471, 'o': 414.243}"
2018-04-12,"{'c': None, 'h': None, 'l': None, 'o': None}"
2018-04-13,"{'c': None, 'h': None, 'l': None, 'o': None}"
2018-04-14,"{'c': None, 'h': None, 'l': None, 'o': None}"
2018-04-15,"{'c': None, 'h': None, 'l': None, 'o': None}"
2018-04-16,"{'c': 511.099, 'h': 534.197, 'l': 500.25, 'o': 532.074}"
2018-04-17,"{'c': 503.169, 'h': 518.031, 'l': 502.564, 'o': 511.147}"
2018-04-18,"{'c': 524.257, 'h': 525.092, 'l': 502.894, 'o': 503.169}"
2018-04-19,"{'c': 567.475, 'h': 567.475, 'l': 523.262, 'o': 524.789}"
2018-04-20,"{'c': 615.765, 'h': 618.715, 'l': 560.283, 'o': 567.889}"
2018-04-21,"{'c': 603.808, 'h': 621.888, 'l': 578.55, 'o': 615.765}"
2018-04-22,"{'c': 622.043, 'h': 640.767, 'l': 593.869, 'o': 605.395}"
2018-04-23,"{'c': 643.168, 'h': 646.7, 'l': 621.035, 'o': 622.043}"
2018-04-24,"{'c': 707.623, 'h': 708.875, 'l': 642.548, 'o': 642.548}"
2018-04-25,"{'c': 612.7, 'h': 708.158, 'l': 600.212, 'o': 708.158}"
2018-04-26,"{'c': 663.181, 'h': 663.181, 'l': 604.007, 'o': 615.416}"
2018-04-27,"{'c': 647.032, 'h': 684.868, 'l': 647.032, 'o': 662.809}"
2018-04-28,"{'c': 683.548, 'h': 691.442, 'l': 644.646, 'o': 647.032}"
2018-04-29,"{'c': 689.401, 'h': 697.756, 'l': 670.513, 'o': 683.678}"
2018-04-30,"{'c': 669.75, 'h': 694.439, 'l': 666.117, 'o': 688.881}"
2018-05-01,"{'c': 674.192, 'h': 674.403, 'l': 637.54, 'o': 669.924}"
2018-05-02,"{'c': 686.532, 'h': 688.842, 'l': 667.42, 'o': 673.613}"
2018-05-03,"{'c': 781.437, 'h': 784.341, 'l': 686.591, 'o': 687.149}"
2018-05-04,"{'c': 784.908, 'h': 803.746, 'l': 762.632, 'o': 779.543}"
2018-05-05,"{'c': 815.89, 'h': 827.455, 'l': 784.237, 'o': 785.624}"
2018-05-06,"{'c': 793.046, 'h': 835.057, 'l': 764.883, 'o': 816.12}"
2018-05-07,"{'c': 751.327, 'h': 795.758, 'l': 710.178, 'o': 792.311}"
2018-05-08,"{'c': 754.139, 'h': 774.249, 'l': 728.129, 'o': 753.725}"
2018-05-09,"{'c': 751.736, 'h': 759.529, 'l': 718.472, 'o': 752.857}"
2018-05-10,"{'c': 726.664, 'h': 766.748, 'l': 726.664, 'o': 752.275}"
2018-05-11,"{'c': 680.712, 'h': 736.977, 'l': 669.825, 'o': 727.277}"
2018-05-12,"{'c': 685.96, 'h': 691.411, 'l': 644.066, 'o': 679.586}"
2018-05-13,"{'c': 734.488, 'h': 741.312, 'l': 675.319, 'o': 686.048}"
2018-05-14,"{'c': 731.692, 'h': 742.17, 'l': 695.792, 'o': 733.496}"
2018-05-15,"{'c': 709.902, 'h': 739.052, 'l': 700.995, 'o': 730.549}"
2018-05-16,"{'c': 707.05, 'h': 710.2, 'l': 682.541, 'o': 708.871}"
2018-05-17,"{'c': 672.657, 'h': 718.833, 'l': 668.834, 'o': 707.05}"
2018-05-18,"{'c': 693.997, 'h': 695.031, 'l': 663.809, 'o': 672.657}"
2018-05-19,"{'c': 696.275, 'h': 715.578, 'l': 686.791, 'o': 694.367}"
2018-05-20,"{'c': 715.756, 'h': 723.753, 'l': 692.669, 'o': 696.53}"
2018-05-21,"{'c': 699.735, 'h': 719.278, 'l': 692.494, 'o': 715.369}"
2018-05-22,"{'c': 648.226, 'h': 700.976, 'l': 644.026, 'o': 699.222}"
2018-05-23,"{'c': 584.766, 'h': 651.636, 'l': 572.952, 'o': 647.741}"
2018-05-24,"{'c': 602.471, 'h': 610.818, 'l': 557.206, 'o': 584.766}"
2018-05-25,"{'c': 584.337, 'h': 617.186, 'l': 575.624, 'o': 601.755}"
2018-05-26,"{'c': 587.317, 'h': 606.175, 'l': 583.512, 'o': 586.734}"
2018-05-27,"{'c': 573.991, 'h': 590.328, 'l': 562.866, 'o': 587.28}"
2018-05-28,"{'c': 516.54, 'h': 576.049, 'l': 512.552, 'o': 572.668}"
2018-05-29,"{'c': 565.301, 'h': 572.264, 'l': 516.036, 'o': 516.54}"
2018-05-30,"{'c': 559.971, 'h': 583.136, 'l': 545.431, 'o': 565.301}"
2018-05-31,"{'c': 576.808, 'h': 585.538, 'l': 557.066, 'o': 559.59}"
2018-06-01,"{'c': 580.954, 'h': 589.093, 'l': 567.665, 'o': 576.808}"
2018-06-02,"{'c': 591.858, 'h': 597.077, 'l': 577.322, 'o': 580.954}"
2018-06-03,"{'c': 618.329, 'h': 624.513, 'l': 591.259, 'o': 591.808}"
2018-06-04,"{'c': 592.44, 'h': 623.429, 'l': 583.747, 'o': 618.329}"
2018-06-05,"{'c': 609.272, 'h': 611.33, 'l': 580.982, 'o': 592.44}"
2018-06-06,"{'c': 607.062, 'h': 611.643, 'l': 596.396, 'o': 609.272}"
2018-06-07,"{'c': 604.751, 'h': 616.144, 'l': 601.693, 'o': 607.124}"
2018-06-08,"{'c': 601.695, 'h': 608.811, 'l': 595.593, 'o': 604.751}"
2018-06-09,"{'c': 599.774, 'h': 608.583, 'l': 599.774, 'o': 601.077}"
2018-06-10,"{'c': 525.787, 'h': 599.774, 'l': 511.889, 'o': 599.774}"
2018-06-11,"{'c': 532.113, 'h': 536.858, 'l': 515.269, 'o': 525.787}"
2018-06-12,"{'c': 495.119, 'h': 538.955, 'l': 491.235, 'o': 533.284}"
2018-06-13,"{'c': 476.264, 'h': 501.905, 'l': 459.004, 'o': 495.119}"
2018-06-14,"{'c': 519.443, 'h': 523.545, 'l': 467.466, 'o': 476.264}"
2018-06-15,"{'c': 491.095, 'h': 521.305, 'l': 487.469, 'o': 519.742}"
2018-06-16,"{'c': 499.829, 'h': 503.223, 'l': 488.851, 'o': 491.004}"
2018-06-17,"{'c': 500.53, 'h': 507.641, 'l': 498.648, 'o': 499.642}"
2018-06-18,"{'c': 518.703, 'h': 521.796, 'l': 494.066, 'o': 500.448}"
2018-06-19,"{'c': 538.103, 'h': 542.353, 'l': 516.312, 'o': 518.891}"
2018-06-20,"{'c': 536.646, 'h': 541.015, 'l': 519.369, 'o': 538.103}"
2018-06-21,"{'c': 527.522, 'h': 543.717, 'l': 524.259, 'o': 536.268}"
2018-06-22,"{'c': 465.403, 'h': 527.367, 'l': 456.877, 'o': 527.367}"
2018-06-23,"{'c': 474.52, 'h': 479.129, 'l': 462.393, 'o': 465.403}"
2018-06-24,"{'c': 458.233, 'h': 475.359, 'l': 426.469, 'o': 474.52}"
2018-06-25,"{'c': 460.816, 'h': 470.344, 'l': 448.896, 'o': 458.233}"
2018-06-26,"{'c': 434.065, 'h': 461.213, 'l': 434.065, 'o': 460.31}"
2018-06-27,"{'c': 442.177, 'h': 444.243, 'l': 424.839, 'o': 432.772}"
2018-06-28,"{'c': 422.365, 'h': 443.618, 'l': 419.945, 'o': 442.365}"
2018-06-29,"{'c': 436.391, 'h': 442.12, 'l': 407.595, 'o': 422.587}"
2018-06-30,"{'c': 454.991, 'h': 459.645, 'l': 436.009, 'o': 436.009}"
2018-07-01,"{'c': 453.9, 'h': 457.205, 'l': 446.229, 'o': 454.991}"
2018-07-02,"{'c': 475.238, 'h': 479.13, 'l': 447.111, 'o': 453.824}"
2018-07-03,"{'c': 463.738, 'h': 484.514, 'l': 462.163, 'o': 475.962}"
2018-07-04,"{'c': 466.277, 'h': 481.436, 'l': 455.185, 'o': 464.195}"
2018-07-05,"{'c': 474.631, 'h': 483.135, 'l': 463.659, 'o': 467.287}"
2018-07-06,"{'c': 474.155, 'h': 480.194, 'l': 457.869, 'o': 474.631}"
2018-07-07,"{'c': 491.478, 'h': 491.478, 'l': 466.836, 'o': 474.012}"
2018-07-08,"{'c': 489.304, 'h': 503.555, 'l': 488.408, 'o': 491.66}"
2018-07-09,"{'c': 476.627, 'h': 491.273, 'l': 476.215, 'o': 489.304}"
2018-07-10,"{'c': 434.348, 'h': 477.774, 'l': 433.96, 'o': 476.627}"
2018-07-11,"{'c': 446.046, 'h': 447.262, 'l': 429.657, 'o': 434.515}"
2018-07-12,"{'c': 430.074, 'h': 446.502, 'l': 422.81, 'o': 446.502}"
2018-07-13,"{'c': 433.787, 'h': 442.566, 'l': 430.074, 'o': 430.074}"
2018-07-14,"{'c': 436.282, 'h': 439.371, 'l': 431.463, 'o': 433.914}"
2018-07-15,"{'c': 449.85, 'h': 453.967, 'l': 434.033, 'o': 435.988}"
2018-07-16,"{'c': 480.49, 'h': 480.49, 'l': 446.798, 'o': 450.142}"
2018-07-17,"{'c': 500.909, 'h': 508.034, 'l': 468.794, 'o': 480.202}"
2018-07-18,"{'c': 480.513, 'h': 513.102, 'l': 473.883, 'o': 500.838}"
2018-07-19,"{'c': 469.619, 'h': 483.027, 'l': 465.168, 'o': 480.513}"
2018-07-20,"{'c': 450.605, 'h': 469.307, 'l': 443.886, 'o': 469.307}"
