t,o
2019-12-22,"{'c': 132.438041341, 'h': 133.140206726, 'l': 127.928485872, 'o': 128.128497839}"
2019-12-23,"{'c': 128.607145015, 'h': 134.731755034, 'l': 127.579048416, 'o': 132.357668965}"
2019-12-24,"{'c': 128.953188461, 'h': 131.074413919, 'l': 127.430086125, 'o': 128.585655152}"
2019-12-25,"{'c': 126.655141402, 'h': 128.962524678, 'l': 125.031767908, 'o': 128.962524678}"
2019-12-26,"{'c': 126.396280778, 'h': 130.898351138, 'l': 125.437594178, 'o': 126.55885682}"
2019-12-27,"{'c': 127.299775325, 'h': 128.091037052, 'l': 124.820811411, 'o': 126.418972772}"
2019-12-28,"{'c': 128.331605522, 'h': 130.254601827, 'l': 126.930622433, 'o': 127.240954836}"
2019-12-29,"{'c': 134.68619526, 'h': 136.729199302, 'l': 128.032406141, 'o': 128.281127694}"
2019-12-30,"{'c': 132.680650164, 'h': 136.75735672, 'l': 131.632127814, 'o': 134.761942563}"
2019-12-31,"{'c': 129.620485266, 'h': 133.596183394, 'l': 128.803548663, 'o': 132.57883878}"
2020-01-01,"{'c': 130.656490958, 'h': 132.750990214, 'l': 129.242671556, 'o': 129.539015589}"
2020-01-02,"{'c': 127.42471839, 'h': 130.813015431, 'l': 127.041293655, 'o': 130.813015431}"
2020-01-03,"{'c': 134.157550565, 'h': 134.447924951, 'l': 126.588178749, 'o': 127.387597851}"
2020-01-04,"{'c': 135.084416539, 'h': 135.543149439, 'l': 133.066611215, 'o': 134.217428591}"
2020-01-05,"{'c': 136.244924857, 'h': 139.322272708, 'l': 135.045629195, 'o': 135.045629195}"
2020-01-06,"{'c': 144.177875525, 'h': 144.303642152, 'l': 136.132367105, 'o': 136.305609215}"
2020-01-07,"{'c': 143.700847337, 'h': 144.93142924, 'l': 140.51228644, 'o': 144.36485021}"
2020-01-08,"{'c': 141.397891359, 'h': 146.627156142, 'l': 138.309827208, 'o': 143.448890466}"
2020-01-09,"{'c': 138.945096491, 'h': 141.321918865, 'l': 136.361327326, 'o': 141.012090076}"
2020-01-10,"{'c': 143.963781218, 'h': 143.963781218, 'l': 135.598497528, 'o': 138.824884196}"
2020-01-11,"{'c': 142.962436783, 'h': 146.430232067, 'l': 142.31019708, 'o': 143.293753096}"
2020-01-12,"{'c': 145.723579189, 'h': 146.097653694, 'l': 142.70764568, 'o': 142.857925245}"
2020-01-13,"{'c': 144.407381631, 'h': 146.628347163, 'l': 142.978999973, 'o': 146.424162394}"
2020-01-14,"{'c': 165.955358611, 'h': 167.577381698, 'l': 144.161903451, 'o': 144.161903451}"
2020-01-15,"{'c': 166.230685102, 'h': 170.209569594, 'l': 161.109620478, 'o': 165.238219269}"
2020-01-16,"{'c': 164.391010988, 'h': 166.940717688, 'l': 159.790647769, 'o': 166.43258123}"
2020-01-17,"{'c': 170.77995796, 'h': 172.994437722, 'l': 162.823763511, 'o': 164.538404113}"
2020-01-18,"{'c': 175.36567147, 'h': 178.528782319, 'l': 167.109557123, 'o': 170.136485227}"
2020-01-19,"{'c': 166.969841975, 'h': 177.236915784, 'l': 164.008362669, 'o': 175.344807219}"
2020-01-20,"{'c': 167.120509335, 'h': 169.11487959, 'l': 162.38217819, 'o': 167.021398091}"
2020-01-21,"{'c': 169.69716391, 'h': 169.872783076, 'l': 165.892724426, 'o': 166.937510335}"
2020-01-22,"{'c': 168.294161709, 'h': 170.941688428, 'l': 166.818197166, 'o': 169.804982712}"
2020-01-23,"{'c': 162.928558428, 'h': 168.226860963, 'l': 160.319511885, 'o': 168.226860963}"
2020-01-24,"{'c': 163.051182861, 'h': 164.293697152, 'l': 156.75077387, 'o': 162.950239064}"
2020-01-25,"{'c': 161.283936353, 'h': 163.138512905, 'l': 158.766182348, 'o': 162.883253419}"
2020-01-26,"{'c': 168.077100489, 'h': 168.220317249, 'l': 160.281126809, 'o': 160.949274369}"
2020-01-27,"{'c': 170.930890433, 'h': 172.80176573, 'l': 166.974588292, 'o': 168.144441599}"
2020-01-28,"{'c': 176.370320541, 'h': 176.370320541, 'l': 170.93983847, 'o': 170.93983847}"
2020-01-29,"{'c': 175.050337929, 'h': 178.769006608, 'l': 175.050337929, 'o': 176.538583501}"
2020-01-30,"{'c': 184.690476436, 'h': 186.225289413, 'l': 172.475504511, 'o': 174.510672751}"
2020-01-31,"{'c': 180.160175239, 'h': 185.405842386, 'l': 176.29681703, 'o': 184.763770717}"
2020-02-01,"{'c': 183.673947121, 'h': 183.787146173, 'l': 179.745185298, 'o': 179.745185298}"
2020-02-02,"{'c': 188.617538168, 'h': 193.059227365, 'l': 180.173943963, 'o': 183.553571952}"
2020-02-03,"{'c': 189.865063235, 'h': 193.351894996, 'l': 188.142581062, 'o': 188.257342943}"
2020-02-04,"{'c': 189.250602393, 'h': 191.111489369, 'l': 185.45156798, 'o': 190.066089643}"
2020-02-05,"{'c': 204.230244698, 'h': 206.804001224, 'l': 188.878045247, 'o': 189.298349758}"
2020-02-06,"{'c': 212.339079745, 'h': 214.48965262, 'l': 202.296028363, 'o': 204.290205335}"
2020-02-07,"{'c': 222.646891362, 'h': 222.994781771, 'l': 212.743882663, 'o': 212.743882663}"
2020-02-08,"{'c': 223.420914339, 'h': 226.588093396, 'l': 215.468787418, 'o': 222.44189456}"
2020-02-09,"{'c': 228.581554543, 'h': 229.816723637, 'l': 223.08088962, 'o': 223.08088962}"
2020-02-10,"{'c': 223.603515212, 'h': 229.085473448, 'l': 218.080052078, 'o': 228.561879491}"
2020-02-11,"{'c': 235.902957262, 'h': 236.547127792, 'l': 218.741419205, 'o': 223.28712863}"
2020-02-12,"{'c': 265.061723272, 'h': 272.398840133, 'l': 235.896275162, 'o': 235.896275162}"
2020-02-13,"{'c': 267.869691093, 'h': 273.514231138, 'l': 259.230055435, 'o': 265.393796984}"
2020-02-14,"{'c': 284.703924253, 'h': 284.703924253, 'l': 262.78402875, 'o': 267.893510641}"
2020-02-15,"{'c': 264.340641311, 'h': 286.899906382, 'l': 264.340641311, 'o': 284.507358032}"
2020-02-16,"{'c': 260.918530034, 'h': 272.701470391, 'l': 245.564823014, 'o': 264.936116366}"
2020-02-17,"{'c': 266.619211391, 'h': 266.619211391, 'l': 244.722955561, 'o': 259.258084323}"
2020-02-18,"{'c': 281.724888308, 'h': 283.041445847, 'l': 261.968177782, 'o': 266.70431425}"
2020-02-19,"{'c': 260.674851877, 'h': 283.537934246, 'l': 260.383121037, 'o': 282.062492032}"
2020-02-20,"{'c': 258.38825168, 'h': 263.695400951, 'l': 250.951261799, 'o': 259.774745385}"
2020-02-21,"{'c': 265.633940255, 'h': 267.004846018, 'l': 255.697444976, 'o': 258.019270383}"
2020-02-22,"{'c': 262.136644236, 'h': 266.233718146, 'l': 259.026040216, 'o': 265.488804095}"
2020-02-23,"{'c': 273.455840602, 'h': 273.455840602, 'l': 262.179454144, 'o': 262.303189231}"
2020-02-24,"{'c': 265.089250669, 'h': 275.355585577, 'l': 259.935781388, 'o': 273.784563575}"
2020-02-25,"{'c': 248.666830569, 'h': 265.128035975, 'l': 247.523297124, 'o': 265.128035975}"
2020-02-26,"{'c': 226.048925827, 'h': 249.439503164, 'l': 221.26655528, 'o': 247.791782034}"
2020-02-27,"{'c': 225.61445735, 'h': 236.800056726, 'l': 212.815493783, 'o': 225.322395978}"
2020-02-28,"{'c': 227.068366954, 'h': 233.747668861, 'l': 216.346202543, 'o': 227.435596271}"
2020-02-29,"{'c': 220.138679118, 'h': 232.204361177, 'l': 220.138679118, 'o': 226.509706671}"
2020-03-01,"{'c': 218.769824028, 'h': 226.414276872, 'l': 214.148163082, 'o': 219.326361806}"
2020-03-02,"{'c': 230.510890718, 'h': 232.765541384, 'l': 217.400401402, 'o': 218.587394416}"
2020-03-03,"{'c': 224.546845236, 'h': 232.085828927, 'l': 221.732660902, 'o': 230.588790604}"
2020-03-04,"{'c': 224.292407491, 'h': 227.99488644, 'l': 222.138589935, 'o': 224.494760505}"
2020-03-05,"{'c': 228.729938314, 'h': 234.159886049, 'l': 224.743198836, 'o': 224.743198836}"
2020-03-06,"{'c': 243.230273156, 'h': 243.368676287, 'l': 228.905909231, 'o': 229.398139773}"
2020-03-07,"{'c': 237.710503246, 'h': 249.978491516, 'l': 237.710503246, 'o': 243.814922607}"
2020-03-08,"{'c': 201.812520995, 'h': 237.640156757, 'l': 200.602989381, 'o': 237.640156757}"
2020-03-09,"{'c': 201.194115469, 'h': 207.382313703, 'l': 192.269899128, 'o': 201.487931609}"
2020-03-10,"{'c': 200.976627548, 'h': 205.714251565, 'l': 198.233946408, 'o': 202.746278781}"
2020-03-11,"{'c': 194.813816901, 'h': 202.907995421, 'l': 184.498415779, 'o': 200.848147468}"
2020-03-12,"{'c': 111.210712286, 'h': 195.081680364, 'l': 111.210712286, 'o': 194.775687508}"
2020-03-13,"{'c': 132.932970542, 'h': 137.429536226, 'l': 95.1843005183, 'o': 112.647002965}"
2020-03-14,"{'c': 123.414366063, 'h': 134.465174138, 'l': 122.572674426, 'o': 133.96488943}"
2020-03-15,"{'c': 125.219443993, 'h': 131.975657728, 'l': 121.873038606, 'o': 123.212766993}"
2020-03-16,"{'c': 110.588265097, 'h': 124.949008247, 'l': 105.171442924, 'o': 124.949008247}"
2020-03-17,"{'c': 114.150279052, 'h': 118.70325918, 'l': 110.705409068, 'o': 110.872215126}"
2020-03-18,"{'c': 114.528519025, 'h': 116.021622003, 'l': 111.830396148, 'o': 113.448513985}"
2020-03-19,"{'c': 136.785593182, 'h': 140.459329827, 'l': 114.732866412, 'o': 114.732866412}"
2020-03-20,"{'c': 132.077162761, 'h': 150.615885776, 'l': 123.385109019, 'o': 136.357512867}"
2020-03-21,"{'c': 132.586948647, 'h': 135.711680151, 'l': 127.579888513, 'o': 133.150166704}"
2020-03-22,"{'c': 123.307074414, 'h': 136.076116204, 'l': 122.960404396, 'o': 132.803756909}"
2020-03-23,"{'c': 134.591070534, 'h': 134.591070534, 'l': 121.967084762, 'o': 123.434028538}"
2020-03-24,"{'c': 138.768074002, 'h': 141.847996286, 'l': 133.183551219, 'o': 135.118205704}"
2020-03-25,"{'c': 136.09152113, 'h': 141.26834539, 'l': 134.409459648, 'o': 138.764953502}"
2020-03-26,"{'c': 138.377415226, 'h': 138.830572735, 'l': 134.921175809, 'o': 136.31822763}"
2020-03-27,"{'c': 134.052962568, 'h': 139.902697099, 'l': 134.052962568, 'o': 138.413980289}"
2020-03-28,"{'c': 131.016170886, 'h': 134.005732248, 'l': 126.99952162, 'o': 134.005732248}"
2020-03-29,"{'c': 125.72725898, 'h': 130.980717025, 'l': 125.548820701, 'o': 130.907737573}"
2020-03-30,"{'c': 133.05521432, 'h': 133.814364099, 'l': 125.34031302, 'o': 125.515110135}"
2020-03-31,"{'c': 133.756588602, 'h': 134.172100364, 'l': 131.719298172, 'o': 132.783783385}"
2020-04-01,"{'c': 135.000948255, 'h': 135.505210938, 'l': 129.742193126, 'o': 133.595067719}"
2020-04-02,"{'c': 141.642001008, 'h': 146.763180744, 'l': 135.778843874, 'o': 135.778843874}"
2020-04-03,"{'c': 141.957366948, 'h': 146.690337576, 'l': 140.001507559, 'o': 142.11045061}"
2020-04-04,"{'c': 145.377306567, 'h': 145.377306567, 'l': 140.151078772, 'o': 142.215184398}"
2020-04-05,"{'c': 143.628661781, 'h': 146.128521099, 'l': 142.255349382, 'o': 145.261015263}"
2020-04-06,"{'c': 168.81916137, 'h': 168.81916137, 'l': 143.583849214, 'o': 143.608209519}"
2020-04-07,"{'c': 165.285948188, 'h': 175.13075836, 'l': 164.405738444, 'o': 169.147453326}"
2020-04-08,"{'c': 172.696585994, 'h': 173.101221475, 'l': 164.528245882, 'o': 165.017906908}"
2020-04-09,"{'c': 170.862725923, 'h': 172.882038914, 'l': 168.147192368, 'o': 172.734577797}"
2020-04-10,"{'c': 158.338614114, 'h': 170.849644624, 'l': 154.986549353, 'o': 170.745775999}"
2020-04-11,"{'c': 157.995632669, 'h': 161.023190272, 'l': 155.358692805, 'o': 158.558630986}"
2020-04-12,"{'c': 161.259848185, 'h': 164.468659839, 'l': 156.320508571, 'o': 158.237699158}"
2020-04-13,"{'c': 156.323443237, 'h': 160.38173708, 'l': 151.614491183, 'o': 160.38173708}"
2020-04-14,"{'c': 157.46124841, 'h': 160.944273391, 'l': 155.986505992, 'o': 156.67141974}"
2020-04-15,"{'c': 153.273393849, 'h': 160.711126485, 'l': 153.089915562, 'o': 157.392097184}"
2020-04-16,"{'c': 172.04018088, 'h': 172.909061599, 'l': 150.482280103, 'o': 153.156369013}"
2020-04-17,"{'c': 171.565585846, 'h': 174.210737971, 'l': 169.842648491, 'o': 172.300104}"
2020-04-18,"{'c': 186.751201783, 'h': 187.712450852, 'l': 171.843352336, 'o': 171.873968474}"
2020-04-19,"{'c': 181.527161869, 'h': 188.076707123, 'l': 180.120819808, 'o': 186.962607412}"
2020-04-20,"{'c': 171.945560386, 'h': 186.083543156, 'l': 170.321271485, 'o': 181.455692357}"
2020-04-21,"{'c': 172.601524499, 'h': 175.063043862, 'l': 170.696215487, 'o': 171.974981974}"
2020-04-22,"{'c': 182.578883228, 'h': 183.690770287, 'l': 171.947192743, 'o': 172.652559014}"
2020-04-23,"{'c': 184.949545753, 'h': 188.934313705, 'l': 180.340651649, 'o': 182.950246276}"
2020-04-24,"{'c': 189.306109341, 'h': 190.192391413, 'l': 185.453709294, 'o': 185.453709294}"
2020-04-25,"{'c': 195.453161642, 'h': 196.639017196, 'l': 188.53850181, 'o': 189.116374584}"
2020-04-26,"{'c': 197.327898074, 'h': 199.163034903, 'l': 194.821837344, 'o': 195.218436865}"
2020-04-27,"{'c': 197.250485447, 'h': 199.552798089, 'l': 193.458877619, 'o': 197.654529888}"
2020-04-28,"{'c': 198.415382994, 'h': 198.712142663, 'l': 194.944222877, 'o': 197.157485404}"
2020-04-29,"{'c': 216.968223855, 'h': 218.175757843, 'l': 198.171026218, 'o': 198.471673899}"
2020-04-30,"{'c': 207.408224605, 'h': 227.447796787, 'l': 206.879071315, 'o': 216.204912405}"
2020-05-01,"{'c': 214.068067806, 'h': 217.589259808, 'l': 208.303951987, 'o': 208.303951987}"
2020-05-02,"{'c': 215.340632944, 'h': 215.767410268, 'l': 212.940878957, 'o': 214.014922731}"
2020-05-03,"{'c': 210.983229067, 'h': 219.270867579, 'l': 208.894251085, 'o': 215.217349554}"
2020-05-04,"{'c': 208.290927693, 'h': 211.803223625, 'l': 199.327320562, 'o': 211.02598367}"
2020-05-05,"{'c': 206.655814364, 'h': 211.541475824, 'l': 204.132625846, 'o': 208.325892774}"
2020-05-06,"{'c': 204.040878521, 'h': 211.506321679, 'l': 204.040878521, 'o': 206.932718725}"
2020-05-07,"{'c': 212.824215976, 'h': 214.08131051, 'l': 202.074837325, 'o': 203.320515263}"
2020-05-08,"{'c': 213.078202524, 'h': 216.32768868, 'l': 209.379263602, 'o': 213.273446179}"
2020-05-09,"{'c': 211.497347593, 'h': 214.739125935, 'l': 209.185943221, 'o': 212.419656983}"
2020-05-10,"{'c': 188.599570436, 'h': 211.313995986, 'l': 183.406360369, 'o': 210.964227789}"
2020-05-11,"{'c': 185.792983764, 'h': 191.089443245, 'l': 181.23384566, 'o': 188.864384771}"
2020-05-12,"{'c': 189.271001019, 'h': 191.576777639, 'l': 185.701797601, 'o': 186.251063449}"
2020-05-13,"{'c': 199.241630087, 'h': 200.197322877, 'l': 189.127706393, 'o': 189.272792674}"
2020-05-14,"{'c': 203.042760176, 'h': 204.067752626, 'l': 196.9626364, 'o': 199.193852134}"
2020-05-15,"{'c': 195.581105922, 'h': 203.449417785, 'l': 193.75567763, 'o': 203.243727347}"
2020-05-16,"{'c': 200.721307574, 'h': 202.752658576, 'l': 194.501589623, 'o': 195.655328049}"
2020-05-17,"{'c': 207.151978688, 'h': 209.050441863, 'l': 200.142991874, 'o': 200.434727585}"
2020-05-18,"{'c': 214.482890481, 'h': 215.805303, 'l': 207.13443804, 'o': 207.13443804}"
2020-05-19,"{'c': 213.42421555, 'h': 214.590613255, 'l': 210.143052695, 'o': 214.590613255}"
2020-05-20,"{'c': 210.008408979, 'h': 214.643461678, 'l': 208.006043938, 'o': 213.53940724}"
2020-05-21,"{'c': 199.869702235, 'h': 211.565959382, 'l': 193.825649416, 'o': 209.884623132}"
2020-05-22,"{'c': 207.195299323, 'h': 208.591539834, 'l': 198.185441906, 'o': 199.445252089}"
2020-05-23,"{'c': 208.877378723, 'h': 210.337590135, 'l': 205.362049638, 'o': 207.531922373}"
2020-05-24,"{'c': 202.601052966, 'h': 210.47559473, 'l': 202.601052966, 'o': 208.739931603}"
2020-05-25,"{'c': 205.392487095, 'h': 206.344555773, 'l': 200.843322816, 'o': 201.508314348}"
2020-05-26,"{'c': 201.824019812, 'h': 205.75254632, 'l': 200.26427483, 'o': 205.320624087}"
2020-05-27,"{'c': 208.824042301, 'h': 208.824042301, 'l': 201.827024607, 'o': 201.864945727}"
2020-05-28,"{'c': 219.629846565, 'h': 220.078473288, 'l': 206.308819015, 'o': 208.950654042}"
2020-05-29,"{'c': 220.791959038, 'h': 223.659696201, 'l': 218.261382761, 'o': 220.067537039}"
2020-05-30,"{'c': 242.303599809, 'h': 243.943144477, 'l': 218.744454287, 'o': 220.679582653}"
2020-05-31,"{'c': 230.926016558, 'h': 244.045261307, 'l': 230.21060608, 'o': 242.535101019}"
2020-06-01,"{'c': 246.957744662, 'h': 248.074288124, 'l': 230.615237029, 'o': 230.860252561}"
2020-06-02,"{'c': 237.232150676, 'h': 252.19120438, 'l': 233.225299421, 'o': 247.090668897}"
2020-06-03,"{'c': 244.011245319, 'h': 244.011245319, 'l': 235.60556137, 'o': 237.183642376}"
2020-06-04,"{'c': 244.405453921, 'h': 245.899320947, 'l': 236.898765627, 'o': 242.795607876}"
2020-06-05,"{'c': 241.252801036, 'h': 247.329502999, 'l': 240.696204909, 'o': 244.271146195}"
2020-06-06,"{'c': 241.790079023, 'h': 245.024163221, 'l': 239.724539985, 'o': 241.188392967}"
2020-06-07,"{'c': 245.016560068, 'h': 245.30980491, 'l': 236.467977842, 'o': 242.046291925}"
2020-06-08,"{'c': 246.411848688, 'h': 246.411848688, 'l': 241.542183588, 'o': 245.180984646}"
2020-06-09,"{'c': 244.762832643, 'h': 248.342438256, 'l': 242.386783428, 'o': 246.422794985}"
2020-06-10,"{'c': 247.387706223, 'h': 248.520208374, 'l': 242.957698557, 'o': 244.890972049}"
2020-06-11,"{'c': 231.846179185, 'h': 249.877668855, 'l': 229.942972879, 'o': 247.664482996}"
2020-06-12,"{'c': 237.433633482, 'h': 239.287193468, 'l': 230.06148451, 'o': 231.625462209}"
2020-06-13,"{'c': 239.013119088, 'h': 239.178330507, 'l': 235.979842566, 'o': 237.522477819}"
2020-06-14,"{'c': 234.114695213, 'h': 239.011795259, 'l': 233.224413117, 'o': 239.011795259}"
2020-06-15,"{'c': 230.154956193, 'h': 234.110975886, 'l': 221.369726135, 'o': 233.610910844}"
2020-06-16,"{'c': 234.543202211, 'h': 236.394304557, 'l': 228.42614419, 'o': 229.741155465}"
2020-06-17,"{'c': 233.087630463, 'h': 235.943737996, 'l': 229.457317023, 'o': 234.490742915}"
2020-06-18,"{'c': 232.011836938, 'h': 234.494790855, 'l': 229.194125067, 'o': 232.894587109}"
2020-06-19,"{'c': 227.113046362, 'h': 232.101979593, 'l': 226.936304432, 'o': 232.026799817}"
2020-06-20,"{'c': 229.14005516, 'h': 231.218940001, 'l': 226.755074129, 'o': 227.00592676}"
2020-06-21,"{'c': 228.852321851, 'h': 232.288524498, 'l': 228.609056448, 'o': 229.627237878}"
2020-06-22,"{'c': 242.469977126, 'h': 243.488241196, 'l': 229.012433845, 'o': 229.058769815}"
2020-06-23,"{'c': 244.126087345, 'h': 244.804525293, 'l': 240.061660301, 'o': 242.695730138}"
2020-06-24,"{'c': 235.550653947, 'h': 248.474074772, 'l': 233.121497686, 'o': 244.131056498}"
2020-06-25,"{'c': 233.164298746, 'h': 236.039063015, 'l': 230.522447351, 'o': 235.702103127}"
2020-06-26,"{'c': 229.739634476, 'h': 233.866892251, 'l': 229.41732912, 'o': 233.196291974}"
2020-06-27,"{'c': 223.047780639, 'h': 232.258283338, 'l': 220.766201721, 'o': 230.524736012}"
2020-06-28,"{'c': 225.556105652, 'h': 228.579155663, 'l': 219.970192738, 'o': 223.14883745}"
2020-06-29,"{'c': 228.32176352, 'h': 229.601360729, 'l': 222.356824542, 'o': 225.22576773}"
2020-06-30,"{'c': 226.333193844, 'h': 229.040987742, 'l': 224.824674693, 'o': 228.03634494}"
2020-07-01,"{'c': 231.096872279, 'h': 232.485252749, 'l': 225.016889974, 'o': 226.761201949}"
2020-07-02,"{'c': 229.392201582, 'h': 232.346781306, 'l': 225.461957364, 'o': 231.343013251}"
2020-07-03,"{'c': 225.387063259, 'h': 229.560524586, 'l': 224.951356333, 'o': 229.135414335}"
2020-07-04,"{'c': 228.765700067, 'h': 230.020460536, 'l': 225.133309546, 'o': 225.133309546}"
2020-07-05,"{'c': 227.819010324, 'h': 229.670274875, 'l': 224.602577093, 'o': 228.449511975}"
2020-07-06,"{'c': 241.591129719, 'h': 241.591129719, 'l': 227.151267936, 'o': 227.744278069}"
2020-07-07,"{'c': 238.966270642, 'h': 242.5825085, 'l': 234.67856211, 'o': 241.591129719}"
2020-07-08,"{'c': 246.662511287, 'h': 248.308862752, 'l': 238.461005072, 'o': 238.966270642}"
2020-07-09,"{'c': 243.35209027, 'h': 247.105397053, 'l': 239.898645911, 'o': 246.662511287}"
2020-07-10,"{'c': 240.984985207, 'h': 242.571429637, 'l': 236.971146721, 'o': 242.498707264}"
2020-07-11,"{'c': 239.45817693, 'h': 241.323760303, 'l': 238.564926167, 'o': 241.128101996}"
2020-07-12,"{'c': 242.131695235, 'h': 242.968285922, 'l': 237.770210731, 'o': 239.43421111}"
2020-07-13,"{'c': 239.60458484, 'h': 244.26493979, 'l': 238.244873782, 'o': 242.615745401}"
2020-07-14,"{'c': 240.211494177, 'h': 241.783796736, 'l': 237.862536183, 'o': 239.492068771}"
2020-07-15,"{'c': 238.423526948, 'h': 241.110856, 'l': 237.135566057, 'o': 240.361138143}"
2020-07-16,"{'c': 233.895904089, 'h': 238.752678402, 'l': 231.621168905, 'o': 238.473844314}"
2020-07-17,"{'c': 232.78008747, 'h': 234.171047524, 'l': 232.175525238, 'o': 233.69139519}"
2020-07-18,"{'c': 235.472718127, 'h': 236.418276899, 'l': 232.447920962, 'o': 232.672944382}"
2020-07-19,"{'c': 238.551248356, 'h': 239.108140303, 'l': 233.46979567, 'o': 235.430821933}"
2020-07-20,"{'c': 236.453358793, 'h': 239.576253504, 'l': 235.065887045, 'o': 239.576253504}"
2020-07-21,"{'c': 245.09489923, 'h': 246.185821912, 'l': 235.853083469, 'o': 235.887345103}"
2020-07-22,"{'c': 262.190656292, 'h': 262.697643722, 'l': 242.484338998, 'o': 245.035638171}"
2020-07-23,"{'c': 274.465803022, 'h': 276.980804506, 'l': 261.288478413, 'o': 262.222270185}"
2020-07-24,"{'c': 279.055760819, 'h': 285.836678077, 'l': 269.622735837, 'o': 274.460168532}"
2020-07-25,"{'c': 304.056761197, 'h': 306.278104138, 'l': 279.315423213, 'o': 279.315423213}"
2020-07-26,"{'c': 309.423136273, 'h': 316.136648282, 'l': 300.398977129, 'o': 303.839438945}"
2020-07-27,"{'c': 322.250783773, 'h': 329.700868594, 'l': 309.643609292, 'o': 309.643609292}"
2020-07-28,"{'c': 316.462708277, 'h': 325.73870916, 'l': 307.91000059, 'o': 321.514088181}"
2020-07-29,"{'c': 317.959103807, 'h': 324.374849748, 'l': 313.434563491, 'o': 316.555373877}"
2020-07-30,"{'c': 334.793377749, 'h': 338.237019654, 'l': 315.942344244, 'o': 318.144986303}"
2020-07-31,"{'c': 345.904443335, 'h': 348.400860497, 'l': 329.52374685, 'o': 334.633743039}"
2020-08-01,"{'c': 385.12357038, 'h': 388.798858008, 'l': 343.969789008, 'o': 345.798601857}"
2020-08-02,"{'c': 370.269148979, 'h': 410.455876112, 'l': 358.035733995, 'o': 385.549871043}"
2020-08-03,"{'c': 386.780781169, 'h': 396.391996632, 'l': 370.173342591, 'o': 371.133859143}"
2020-08-04,"{'c': 389.65445772099997, 'h': 400.044257198, 'l': 382.985113401, 'o': 386.156467393}"
2020-08-05,"{'c': 401.779810376, 'h': 406.278091232, 'l': 386.379590396, 'o': 389.710819888}"
2020-08-06,"{'c': 395.135818394, 'h': 403.48866662, 'l': 392.855772936, 'o': 401.583866599}"
2020-08-07,"{'c': 379.644330606, 'h': 398.066638833, 'l': 368.219959405, 'o': 395.226876502}"
2020-08-08,"{'c': 391.616756205, 'h': 392.553949984, 'l': 377.662444913, 'o': 379.551583661}"
2020-08-09,"{'c': 390.435118618, 'h': 399.490799371, 'l': 385.984015179, 'o': 395.305236246}"
2020-08-10,"{'c': 395.820555289, 'h': 399.042047644, 'l': 391.041493623, 'o': 391.041493623}"
2020-08-11,"{'c': 380.369276846, 'h': 398.284788599, 'l': 371.210609902, 'o': 395.894723854}"
2020-08-12,"{'c': 391.312314585, 'h': 391.312314585, 'l': 368.749047046, 'o': 380.063817832}"
2020-08-13,"{'c': 429.912672442, 'h': 432.44301287, 'l': 380.346154951, 'o': 390.632427643}"
2020-08-14,"{'c': 437.147800819, 'h': 444.334062783, 'l': 424.291931285, 'o': 429.905756713}"
2020-08-15,"{'c': 433.247997117, 'h': 441.702332184, 'l': 429.874590759, 'o': 438.184543805}"
2020-08-16,"{'c': 434.035769907, 'h': 435.892320621, 'l': 415.704175829, 'o': 433.025942187}"
2020-08-17,"{'c': 430.001858256, 'h': 441.47655511, 'l': 422.987274596, 'o': 434.632753459}"
2020-08-18,"{'c': 423.934581814, 'h': 432.514126947, 'l': 419.674107416, 'o': 430.137409301}"
2020-08-19,"{'c': 406.634244473, 'h': 427.024649222, 'l': 397.683528876, 'o': 424.522083204}"
2020-08-20,"{'c': 416.649162286, 'h': 418.653580102, 'l': 404.039698341, 'o': 408.397206744}"
2020-08-21,"{'c': 388.676127759, 'h': 418.555194309, 'l': 387.825816464, 'o': 416.412386968}"
2020-08-22,"{'c': 396.105807936, 'h': 396.321288936, 'l': 383.1420971, 'o': 389.20914551}"
2020-08-23,"{'c': 391.734524058, 'h': 396.490417399, 'l': 385.039808917, 'o': 395.626845324}"
2020-08-24,"{'c': 408.219087048, 'h': 409.388581223, 'l': 389.569207393, 'o': 391.537842784}"
2020-08-25,"{'c': 384.517629924, 'h': 408.47266079, 'l': 374.893506074, 'o': 408.238117176}"
2020-08-26,"{'c': 386.53346602, 'h': 391.734020572, 'l': 379.151586318, 'o': 383.599902443}"
2020-08-27,"{'c': 382.493596228, 'h': 395.349171508, 'l': 374.866486409, 'o': 386.703495708}"
2020-08-28,"{'c': 395.707247526, 'h': 397.683653847, 'l': 381.372567357, 'o': 383.510120742}"
2020-08-29,"{'c': 400.271934865, 'h': 405.560943709, 'l': 393.037423129, 'o': 395.623713302}"
2020-08-30,"{'c': 428.104883415, 'h': 428.63224188, 'l': 399.907430495, 'o': 399.907430495}"
2020-08-31,"{'c': 435.567476928, 'h': 438.52736077, 'l': 419.83314542, 'o': 428.533170155}"
2020-09-01,"{'c': 478.086841172, 'h': 487.211889983, 'l': 432.200262061, 'o': 435.353566037}"
2020-09-02,"{'c': 440.439451959, 'h': 479.98312998, 'l': 425.895618072, 'o': 476.617460481}"
2020-09-03,"{'c': 386.370113686, 'h': 449.532472075, 'l': 383.093402576, 'o': 439.804510258}"
2020-09-04,"{'c': 388.241140415, 'h': 402.411751082, 'l': 371.636695541, 'o': 384.91579922}"
2020-09-05,"{'c': 335.260079079, 'h': 393.658394175, 'l': 317.184356463, 'o': 387.257158151}"
