t,o
2019-06-05,"{'c': 7820.49742937, 'h': 7898.81601792, 'l': 7669.31847831, 'o': 7706.14403289}"
2019-06-06,"{'c': 7823.96826187, 'h': 7931.28679692, 'l': 7574.00973064, 'o': 7822.06180679}"
2019-06-07,"{'c': 8042.62455272, 'h': 8123.30740232, 'l': 7788.3733918, 'o': 7825.23595667}"
2019-06-08,"{'c': 7941.75919036, 'h': 8076.89110147, 'l': 7841.98096023, 'o': 8027.26919882}"
2019-06-09,"{'c': 7686.70517038, 'h': 7975.97432619, 'l': 7585.33515703, 'o': 7948.49015952}"
2019-06-10,"{'c': 7994.91667422, 'h': 8030.84444965, 'l': 7586.73084679, 'o': 7680.39605152}"
2019-06-11,"{'c': 7923.19557195, 'h': 8020.39260619, 'l': 7777.06199755, 'o': 8007.0289706}"
2019-06-12,"{'c': 8139.61233897, 'h': 8195.21333729, 'l': 7864.289629, 'o': 7929.88638575}"
2019-06-13,"{'c': 8226.39499438, 'h': 8311.56742951, 'l': 8087.06116595, 'o': 8146.09298786}"
2019-06-14,"{'c': 8690.3978563, 'h': 8706.37825668, 'l': 8183.39293312, 'o': 8232.9691052}"
2019-06-15,"{'c': 8839.69426128, 'h': 8858.8170055, 'l': 8618.39596373, 'o': 8690.36480064}"
2019-06-16,"{'c': 8993.51985508, 'h': 9335.86694232, 'l': 8815.4096822, 'o': 8841.71881342}"
2019-06-17,"{'c': 9323.18877291, 'h': 9393.19152834, 'l': 8988.92682458, 'o': 8988.92682458}"
2019-06-18,"{'c': 9070.351716, 'h': 9348.37442796, 'l': 9012.88991606, 'o': 9334.45714022}"
2019-06-19,"{'c': 9276.77182364, 'h': 9287.18820119, 'l': 9077.05143941, 'o': 9077.05143941}"
2019-06-20,"{'c': 9527.85336616, 'h': 9588.27479481, 'l': 9233.40725125, 'o': 9271.96408555}"
2019-06-21,"{'c': 10118.5985274, 'h': 10118.5985274, 'l': 9527.6241847, 'o': 9527.6241847}"
2019-06-22,"{'c': 10694.29348, 'h': 11157.3455164, 'l': 10111.9387391, 'o': 10178.0210488}"
2019-06-23,"{'c': 10842.5148341, 'h': 11233.8190776, 'l': 10559.7574032, 'o': 10695.4664564}"
2019-06-24,"{'c': 11006.9875879, 'h': 11065.8960178, 'l': 10610.4280819, 'o': 10853.3594757}"
2019-06-25,"{'c': 11784.6041669, 'h': 11784.6041669, 'l': 11013.1040314, 'o': 11013.1040314}"
2019-06-26,"{'c': 13003.3251831, 'h': 13796.4890807, 'l': 11768.2225379, 'o': 11787.8507531}"
2019-06-27,"{'c': 11151.3707985, 'h': 13293.5568861, 'l': 10513.1798302, 'o': 13005.8689595}"
2019-06-28,"{'c': 12392.3293102, 'h': 12445.1752203, 'l': 10949.5565739, 'o': 11192.8214734}"
2019-06-29,"{'c': 11958.9651413, 'h': 12400.910221, 'l': 11518.3216351, 'o': 12400.910221}"
2019-06-30,"{'c': 10817.5692473, 'h': 12167.3537732, 'l': 10817.5692473, 'o': 11948.3694999}"
2019-07-01,"{'c': 10590.7580719, 'h': 11206.4398606, 'l': 10089.3143739, 'o': 10820.0871886}"
2019-07-02,"{'c': 10810.4966905, 'h': 10912.1886159, 'l': 9737.88454398, 'o': 10589.0494913}"
2019-07-03,"{'c': 11953.3879742, 'h': 11954.0158869, 'l': 10888.9417455, 'o': 10888.9417455}"
2019-07-04,"{'c': 11212.6101976, 'h': 11993.841439, 'l': 11207.4662626, 'o': 11986.6544597}"
2019-07-05,"{'c': 10984.1057812, 'h': 11386.4589116, 'l': 10887.5438612, 'o': 11168.382748}"
2019-07-06,"{'c': 11209.2110757, 'h': 11605.2796008, 'l': 11015.4440408, 'o': 11015.4440408}"
2019-07-07,"{'c': 11451.3503881, 'h': 11538.7378548, 'l': 11159.8944496, 'o': 11162.6406217}"
2019-07-08,"{'c': 12285.7323738, 'h': 12339.1233071, 'l': 11399.7327769, 'o': 11453.5123512}"
2019-07-09,"{'c': 12560.6272457, 'h': 12756.811194, 'l': 12237.7781673, 'o': 12282.5387214}"
2019-07-10,"{'c': 12152.5890505, 'h': 13117.1061499, 'l': 11763.6718377, 'o': 12559.4672764}"
2019-07-11,"{'c': 11345.7367321, 'h': 12108.744452, 'l': 11168.7497012, 'o': 12108.744452}"
2019-07-12,"{'c': 11816.4282932, 'h': 11894.0245083, 'l': 11184.9956754, 'o': 11349.006308}"
2019-07-13,"{'c': 11373.0446962, 'h': 11841.9572004, 'l': 10912.2865662, 'o': 11829.0289559}"
2019-07-14,"{'c': 10258.343575, 'h': 11446.9989729, 'l': 10237.4418775, 'o': 11401.9495782}"
2019-07-15,"{'c': 10902.4940933, 'h': 11041.6798632, 'l': 9992.00724951, 'o': 10263.0557527}"
2019-07-16,"{'c': 9493.31755974, 'h': 10991.7888063, 'l': 9464.60300824, 'o': 10882.3363773}"
2019-07-17,"{'c': 9694.45068639, 'h': 9960.67270069, 'l': 9183.59009607, 'o': 9487.8461456}"
2019-07-18,"{'c': 10663.3319664, 'h': 10720.3062517, 'l': 9380.36608426, 'o': 9698.03951412}"
2019-07-19,"{'c': 10533.9668428, 'h': 10715.8369185, 'l': 10246.8649562, 'o': 10668.4056819}"
2019-07-20,"{'c': 10770.4048064, 'h': 11044.8255154, 'l': 10452.0022409, 'o': 10535.7172077}"
2019-07-21,"{'c': 10598.6005555, 'h': 10829.8304255, 'l': 10392.065546, 'o': 10773.9344375}"
2019-07-22,"{'c': 10339.5348432, 'h': 10645.003855, 'l': 10161.1781183, 'o': 10615.3133756}"
2019-07-23,"{'c': 9900.10969969, 'h': 10333.9921191, 'l': 9883.59513007, 'o': 10333.9921191}"
2019-07-24,"{'c': 9821.99302633, 'h': 9901.61913808, 'l': 9627.82603019, 'o': 9873.36635152}"
2019-07-25,"{'c': 9912.80914244, 'h': 10151.0985387, 'l': 9778.81079331, 'o': 9795.96270762}"
2019-07-26,"{'c': 9872.51472048, 'h': 9912.97826008, 'l': 9721.66471987, 'o': 9912.97826008}"
2019-07-27,"{'c': 9457.60326361, 'h': 10156.3205411, 'l': 9423.13142859, 'o': 9866.19343799}"
2019-07-28,"{'c': 9555.36758424, 'h': 9574.96566056, 'l': 9261.71064572, 'o': 9490.21337454}"
2019-07-29,"{'c': 9521.49191299, 'h': 9680.25329798, 'l': 9481.07745873, 'o': 9547.97917185}"
2019-07-30,"{'c': 9604.74200395, 'h': 9701.7593939, 'l': 9444.99878476, 'o': 9529.27572618}"
2019-07-31,"{'c': 10085.6277491, 'h': 10085.6277491, 'l': 9601.64426084, 'o': 9601.64426084}"
2019-08-01,"{'c': 10399.6694229, 'h': 10441.3250371, 'l': 9928.49732198, 'o': 10083.1371219}"
2019-08-02,"{'c': 10518.1746772, 'h': 10654.4353677, 'l': 10371.8988512, 'o': 10417.2575696}"
2019-08-03,"{'c': 10821.7265103, 'h': 10915.8810228, 'l': 10505.4661552, 'o': 10520.9916394}"
2019-08-04,"{'c': 10970.1842157, 'h': 11008.540909, 'l': 10625.0684916, 'o': 10823.4755599}"
2019-08-05,"{'c': 11805.6537253, 'h': 11895.0919275, 'l': 10967.4370951, 'o': 10967.4370951}"
2019-08-06,"{'c': 11478.1693461, 'h': 12273.8213783, 'l': 11290.7316542, 'o': 11810.279073}"
2019-08-07,"{'c': 11941.9683406, 'h': 12033.1002116, 'l': 11434.0112593, 'o': 11453.6396047}"
2019-08-08,"{'c': 11966.407405, 'h': 11976.3781889, 'l': 11564.7333538, 'o': 11976.3781889}"
2019-08-09,"{'c': 11862.93676, 'h': 11961.4862707, 'l': 11713.7609986, 'o': 11961.4862707}"
2019-08-10,"{'c': 11354.0242177, 'h': 11911.6257742, 'l': 11325.736925, 'o': 11868.6957002}"
2019-08-11,"{'c': 11523.5793784, 'h': 11523.5793784, 'l': 11254.1506731, 'o': 11336.4938732}"
2019-08-12,"{'c': 11382.6159562, 'h': 11516.0319282, 'l': 11329.3050611, 'o': 11516.0319282}"
2019-08-13,"{'c': 10895.8304358, 'h': 11420.0498609, 'l': 10830.3269144, 'o': 11389.1449888}"
2019-08-14,"{'c': 10038.4217089, 'h': 10884.6368192, 'l': 10028.1353635, 'o': 10884.6368192}"
2019-08-15,"{'c': 10311.545429, 'h': 10435.2545559, 'l': 9676.63037445, 'o': 10091.2385905}"
2019-08-16,"{'c': 10374.3393471, 'h': 10516.1169968, 'l': 9881.04351618, 'o': 10299.494384}"
2019-08-17,"{'c': 10231.7438454, 'h': 10446.9791859, 'l': 10096.6980808, 'o': 10351.061588}"
2019-08-18,"{'c': 10345.8103795, 'h': 10486.3576452, 'l': 10119.0946079, 'o': 10231.5928914}"
2019-08-19,"{'c': 10916.0538702, 'h': 10916.0538702, 'l': 10313.4163075, 'o': 10342.1993714}"
2019-08-20,"{'c': 10763.2326304, 'h': 10929.3614037, 'l': 10628.0021215, 'o': 10929.3614037}"
2019-08-21,"{'c': 10138.049355, 'h': 10794.0432202, 'l': 9962.7216442, 'o': 10778.9932943}"
2019-08-22,"{'c': 10131.0561021, 'h': 10218.8138362, 'l': 9833.02998713, 'o': 10131.9694849}"
2019-08-23,"{'c': 10407.965329, 'h': 10442.4435166, 'l': 10078.1927261, 'o': 10111.3727288}"
2019-08-24,"{'c': 10159.9605385, 'h': 10416.3479942, 'l': 9982.29685483, 'o': 10411.5788809}"
2019-08-25,"{'c': 10138.517665, 'h': 10299.8179905, 'l': 10009.9820912, 'o': 10154.7024422}"
2019-08-26,"{'c': 10372.8263035, 'h': 10510.2740679, 'l': 10143.9232424, 'o': 10143.9232424}"
2019-08-27,"{'c': 10185.4998997, 'h': 10377.9104856, 'l': 10088.1871469, 'o': 10377.9104856}"
2019-08-28,"{'c': 9756.78570735, 'h': 10279.3659944, 'l': 9716.74575832, 'o': 10193.4800707}"
2019-08-29,"{'c': 9510.20054413, 'h': 9738.65227882, 'l': 9423.66733963, 'o': 9738.03303872}"
2019-08-30,"{'c': 9598.17364826, 'h': 9648.12725383, 'l': 9432.3220061, 'o': 9506.14851232}"
2019-08-31,"{'c': 9630.59319616, 'h': 9673.22043974, 'l': 9535.42663897, 'o': 9599.94872089}"
2019-09-01,"{'c': 9757.97031807, 'h': 9792.10569453, 'l': 9582.94463078, 'o': 9625.73695812}"
2019-09-02,"{'c': 10346.7607927, 'h': 10390.0685686, 'l': 9749.79179532, 'o': 9755.56076507}"
2019-09-03,"{'c': 10623.5401172, 'h': 10731.4103123, 'l': 10308.5478807, 'o': 10362.9598103}"
2019-09-04,"{'c': 10594.4933536, 'h': 10761.1701105, 'l': 10434.7103971, 'o': 10615.0135595}"
2019-09-05,"{'c': 10575.533284, 'h': 10627.2698685, 'l': 10516.4182336, 'o': 10586.6389825}"
2019-09-06,"{'c': 10353.3025592, 'h': 10898.7621803, 'l': 10294.6398736, 'o': 10583.9941623}"
2019-09-07,"{'c': 10517.254784, 'h': 10556.5916433, 'l': 10356.4780085, 'o': 10356.4780085}"
2019-09-08,"{'c': 10441.275979, 'h': 10586.3471174, 'l': 10411.8652249, 'o': 10516.3674267}"
2019-09-09,"{'c': 10334.9741628, 'h': 10449.0420532, 'l': 10158.3122192, 'o': 10439.071093}"
2019-09-10,"{'c': 10115.9757913, 'h': 10389.4804024, 'l': 10027.1606105, 'o': 10330.4707217}"
2019-09-11,"{'c': 10178.3718893, 'h': 10211.7209942, 'l': 10013.5082281, 'o': 10116.1377183}"
2019-09-12,"{'c': 10410.1268031, 'h': 10442.2538742, 'l': 10100.4722625, 'o': 10191.599153}"
2019-09-13,"{'c': 10360.5472773, 'h': 10438.3805574, 'l': 10228.6378907, 'o': 10422.4432292}"
2019-09-14,"{'c': 10358.0491621, 'h': 10418.023018, 'l': 10296.5121968, 'o': 10351.9851245}"
2019-09-15,"{'c': 10347.7129074, 'h': 10386.944071, 'l': 10316.7880309, 'o': 10358.0737747}"
2019-09-16,"{'c': 10276.7935649, 'h': 10383.5703773, 'l': 10191.0933129, 'o': 10345.4982931}"
2019-09-17,"{'c': 10241.2721545, 'h': 10292.2148082, 'l': 10199.7397431, 'o': 10283.0043969}"
2019-09-18,"{'c': 10198.2484072, 'h': 10273.3242642, 'l': 10197.3604618, 'o': 10237.7779212}"
2019-09-19,"{'c': 10266.4149694, 'h': 10295.6689895, 'l': 9857.79841054, 'o': 10208.5455996}"
2019-09-20,"{'c': 10181.6413094, 'h': 10280.9695212, 'l': 10133.9541343, 'o': 10271.3307944}"
2019-09-21,"{'c': 10019.7169101, 'h': 10185.2098216, 'l': 10006.5183751, 'o': 10177.2445569}"
2019-09-22,"{'c': 10070.3921064, 'h': 10073.8759643, 'l': 9922.53339543, 'o': 10022.5471103}"
2019-09-23,"{'c': 9729.32376435, 'h': 10070.0546717, 'l': 9729.32376435, 'o': 10070.0546717}"
2019-09-24,"{'c': 8620.56642733, 'h': 9803.31977893, 'l': 8370.80138242, 'o': 9728.99517678}"
2019-09-25,"{'c': 8486.99297206, 'h': 8732.89084883, 'l': 8325.40235769, 'o': 8605.70189999}"
2019-09-26,"{'c': 8118.96756783, 'h': 8505.23619829, 'l': 7906.88704144, 'o': 8474.72671275}"
2019-09-27,"{'c': 8251.84555744, 'h': 8265.89429509, 'l': 7975.12361028, 'o': 8113.07533017}"
2019-09-28,"{'c': 8245.91515478, 'h': 8284.02732123, 'l': 8125.43166316, 'o': 8254.28283449}"
2019-09-29,"{'c': 8104.18567564, 'h': 8255.55167736, 'l': 7990.49716007, 'o': 8253.71499468}"
2019-09-30,"{'c': 8293.86774062, 'h': 8314.23099666, 'l': 7832.47235382, 'o': 8099.88507196}"
2019-10-01,"{'c': 8343.2766814, 'h': 8492.98653922, 'l': 8235.74219683, 'o': 8295.01959351}"
2019-10-02,"{'c': 8393.04164486, 'h': 8393.04164486, 'l': 8227.69570267, 'o': 8345.33363611}"
2019-10-03,"{'c': 8259.99197863, 'h': 8414.22717061, 'l': 8146.43684146, 'o': 8414.22717061}"
2019-10-04,"{'c': 8205.93924121, 'h': 8248.26781446, 'l': 8151.25557452, 'o': 8248.26781446}"
2019-10-05,"{'c': 8151.50052921, 'h': 8214.79015635, 'l': 8071.12083379, 'o': 8196.13195772}"
2019-10-06,"{'c': 7988.15595888, 'h': 8161.41016074, 'l': 7967.7144655, 'o': 8152.59034501}"
2019-10-07,"{'c': 8245.622933, 'h': 8305.10739174, 'l': 7907.5630838, 'o': 7980.63414264}"
2019-10-08,"{'c': 8228.7831528, 'h': 8327.58548974, 'l': 8187.23044799, 'o': 8246.40272452}"
2019-10-09,"{'c': 8595.73981722, 'h': 8626.14353946, 'l': 8169.29898629, 'o': 8226.74986781}"
2019-10-10,"{'c': 8583.1788414, 'h': 8621.26665652, 'l': 8475.0094133, 'o': 8588.76863371}"
2019-10-11,"{'c': 8321.11873109, 'h': 8714.5046001, 'l': 8321.11873109, 'o': 8585.26280768}"
2019-10-12,"{'c': 8342.69554698, 'h': 8415.24222171, 'l': 8315.66465289, 'o': 8315.66465289}"
2019-10-13,"{'c': 8323.08261224, 'h': 8470.92224631, 'l': 8278.44065784, 'o': 8336.90223051}"
2019-10-14,"{'c': 8371.9891356, 'h': 8390.11614172, 'l': 8285.11300917, 'o': 8320.83224411}"
2019-10-15,"{'c': 8208.03348086, 'h': 8407.25812225, 'l': 8183.53611728, 'o': 8373.45825537}"
2019-10-16,"{'c': 8057.29564754, 'h': 8216.56097845, 'l': 7996.56489939, 'o': 8204.67452005}"
2019-10-17,"{'c': 8102.95289694, 'h': 8133.55393174, 'l': 8002.5517364, 'o': 8047.81274259}"
2019-10-18,"{'c': 7977.41883564, 'h': 8136.56433075, 'l': 7903.10030003, 'o': 8100.93361588}"
2019-10-19,"{'c': 7990.31255402, 'h': 8082.62930791, 'l': 7949.46509091, 'o': 7973.8037681}"
2019-10-20,"{'c': 8218.07286805, 'h': 8276.58641891, 'l': 7949.43922655, 'o': 7997.8070221}"
2019-10-21,"{'c': 8236.27737182, 'h': 8283.10632993, 'l': 8198.1955696, 'o': 8225.11518823}"
2019-10-22,"{'c': 8080.61566695, 'h': 8294.23108234, 'l': 8076.71059219, 'o': 8243.40209165}"
2019-10-23,"{'c': 7506.16004227, 'h': 8092.97497808, 'l': 7473.11243066, 'o': 8076.22846601}"
2019-10-24,"{'c': 7497.31006854, 'h': 7532.86765606, 'l': 7451.56668735, 'o': 7509.72818274}"
2019-10-25,"{'c': 8656.17219802, 'h': 8690.82759844, 'l': 7480.3584525, 'o': 7490.70317641}"
2019-10-26,"{'c': 9248.60509745, 'h': 10021.743983, 'l': 8667.57715496, 'o': 8667.57715496}"
2019-10-27,"{'c': 9559.52904735, 'h': 9749.52966634, 'l': 9117.2151106, 'o': 9241.70707513}"
2019-10-28,"{'c': 9266.54148344, 'h': 9805.11808945, 'l': 9266.54148344, 'o': 9565.10188348}"
2019-10-29,"{'c': 9429.56422378, 'h': 9511.26145759, 'l': 9234.04025918, 'o': 9248.4405622}"
2019-10-30,"{'c': 9209.14008588, 'h': 9423.88807624, 'l': 9090.22296052, 'o': 9422.4633254}"
2019-10-31,"{'c': 9190.15935841, 'h': 9355.32304825, 'l': 9033.84183146, 'o': 9202.45758879}"
2019-11-01,"{'c': 9260.4172551, 'h': 9267.7253325, 'l': 9132.36299541, 'o': 9193.99198943}"
2019-11-02,"{'c': 9324.92966758, 'h': 9377.48656728, 'l': 9249.58772699, 'o': 9259.78300285}"
2019-11-03,"{'c': 9235.20529549, 'h': 9379.08930618, 'l': 9141.70515991, 'o': 9324.78683223}"
2019-11-04,"{'c': 9414.27063268, 'h': 9492.92543176, 'l': 9194.67851153, 'o': 9235.60706498}"
2019-11-05,"{'c': 9348.12927384, 'h': 9453.63636499, 'l': 9256.93201502, 'o': 9413.00494286}"
2019-11-06,"{'c': 9357.01438149, 'h': 9423.23703723, 'l': 9311.83991642, 'o': 9340.86427973}"
2019-11-07,"{'c': 9267.47944726, 'h': 9363.83830913, 'l': 9206.90044834, 'o': 9352.39346741}"
2019-11-08,"{'c': 8816.95087372, 'h': 9270.98366142, 'l': 8780.04289439, 'o': 9265.36833744}"
2019-11-09,"{'c': 8814.88268835, 'h': 8891.18677394, 'l': 8793.16349154, 'o': 8809.46919831}"
2019-11-10,"{'c': 9058.22603921, 'h': 9102.88315815, 'l': 8807.98798306, 'o': 8812.48953287}"
2019-11-11,"{'c': 8756.31731395, 'h': 9081.27928096, 'l': 8700.60878725, 'o': 9056.91770059}"
2019-11-12,"{'c': 8812.71866317, 'h': 8853.76817777, 'l': 8685.42814321, 'o': 8759.75190096}"
2019-11-13,"{'c': 8817.26151868, 'h': 8834.57361924, 'l': 8761.6511216, 'o': 8812.03362864}"
2019-11-14,"{'c': 8710.28507816, 'h': 8825.35440257, 'l': 8694.97782844, 'o': 8811.93633174}"
2019-11-15,"{'c': 8491.55733354, 'h': 8727.25871531, 'l': 8488.82230585, 'o': 8705.70810061}"
2019-11-16,"{'c': 8546.7319707, 'h': 8579.71817441, 'l': 8475.6072495, 'o': 8491.16631667}"
2019-11-17,"{'c': 8572.18503827, 'h': 8723.50706681, 'l': 8507.03524255, 'o': 8549.47090893}"
2019-11-18,"{'c': 8311.81088865, 'h': 8651.5396734, 'l': 8276.30101408, 'o': 8573.98009164}"
2019-11-19,"{'c': 8203.93739828, 'h': 8408.3763519, 'l': 8100.30760644, 'o': 8305.13429095}"
2019-11-20,"{'c': 8027.77939437, 'h': 8231.65222304, 'l': 8012.49890917, 'o': 8203.61317991}"
2019-11-21,"{'c': 7640.63676782, 'h': 8109.90386538, 'l': 7600.57740825, 'o': 8023.64468729}"
2019-11-22,"{'c': 7304.96236288, 'h': 7694.96496679, 'l': 6962.35999849, 'o': 7643.56942455}"
2019-11-23,"{'c': 7384.69785526, 'h': 7388.29606776, 'l': 7151.41781411, 'o': 7296.16442479}"
2019-11-24,"{'c': 7046.14174647, 'h': 7404.18793986, 'l': 7046.14174647, 'o': 7398.63390574}"
2019-11-25,"{'c': 7150.12871408, 'h': 7312.77810936, 'l': 6621.60935788, 'o': 7039.97703454}"
2019-11-26,"{'c': 7223.03582563, 'h': 7315.8016475, 'l': 7098.57229752, 'o': 7145.1590862}"
2019-11-27,"{'c': 7539.34651048, 'h': 7607.20411013, 'l': 6977.31548073, 'o': 7220.88064968}"
2019-11-28,"{'c': 7465.22589107, 'h': 7666.40631049, 'l': 7455.9567485, 'o': 7536.82010358}"
2019-11-29,"{'c': 7762.17959453, 'h': 7776.83151058, 'l': 7464.35705305, 'o': 7466.72728957}"
2019-11-30,"{'c': 7567.97497695, 'h': 7832.47408857, 'l': 7519.2269121, 'o': 7764.05726187}"
2019-12-01,"{'c': 7425.85766438, 'h': 7571.61619421, 'l': 7295.18355987, 'o': 7571.61619421}"
2019-12-02,"{'c': 7325.33487256, 'h': 7474.81886382, 'l': 7236.65569294, 'o': 7424.03619682}"
2019-12-03,"{'c': 7323.81210021, 'h': 7417.60664156, 'l': 7232.32536265, 'o': 7323.97540332}"
2019-12-04,"{'c': 7260.10003443, 'h': 7539.37565593, 'l': 7177.44101934, 'o': 7320.12506594}"
2019-12-05,"{'c': 7447.6673282, 'h': 7527.0182877, 'l': 7232.67698855, 'o': 7253.24189285}"
2019-12-06,"{'c': 7544.37903416, 'h': 7544.37903416, 'l': 7392.8804785, 'o': 7450.56165667}"
2019-12-07,"{'c': 7552.29963464, 'h': 7588.23416338, 'l': 7532.20133909, 'o': 7545.86301628}"
2019-12-08,"{'c': 7566.18173083, 'h': 7634.60664192, 'l': 7477.52934693, 'o': 7549.70487829}"
2019-12-09,"{'c': 7401.01158117, 'h': 7607.92081961, 'l': 7369.18413221, 'o': 7561.45908286}"
2019-12-10,"{'c': 7274.46261839, 'h': 7423.1715154, 'l': 7247.95728643, 'o': 7395.67640829}"
2019-12-11,"{'c': 7218.25648469, 'h': 7323.97139723, 'l': 7196.41308605, 'o': 7278.6314911}"
2019-12-12,"{'c': 7244.48940003, 'h': 7264.4540749, 'l': 7165.16856487, 'o': 7216.73183869}"
2019-12-13,"{'c': 7267.35915452, 'h': 7293.56066067, 'l': 7227.65407812, 'o': 7245.29453831}"
2019-12-14,"{'c': 7130.35799572, 'h': 7301.22604639, 'l': 7097.91325505, 'o': 7269.825868}"
2019-12-15,"{'c': 7157.82998088, 'h': 7180.70617429, 'l': 6948.54684433, 'o': 7123.87917696}"
2019-12-16,"{'c': 6930.50585768, 'h': 7171.0348934, 'l': 6906.7374296, 'o': 7153.2209284}"
2019-12-17,"{'c': 6611.51046846, 'h': 6963.96646016, 'l': 6587.97426228, 'o': 6930.66963466}"
2019-12-18,"{'c': 7270.46966975, 'h': 7305.44855998, 'l': 6547.11014641, 'o': 6597.44062582}"
2019-12-19,"{'c': 7204.0210376, 'h': 7346.60239301, 'l': 7046.90298488, 'o': 7284.01410973}"
2019-12-20,"{'c': 7217.26972298, 'h': 7237.65924405, 'l': 7162.68313869, 'o': 7208.32875498}"
2019-12-21,"{'c': 7189.90636821, 'h': 7223.22627792, 'l': 7150.16412238, 'o': 7223.22627792}"
2019-12-22,"{'c': 7512.80063541, 'h': 7512.80063541, 'l': 7167.17911959, 'o': 7190.55435938}"
2019-12-23,"{'c': 7355.16830714, 'h': 7652.58718181, 'l': 7330.88769553, 'o': 7510.16814212}"
2019-12-24,"{'c': 7309.21393158, 'h': 7494.79485045, 'l': 7273.09394724, 'o': 7353.05683095}"
2019-12-25,"{'c': 7280.45240018, 'h': 7350.539125, 'l': 7222.79158576, 'o': 7321.30448892}"
2019-12-26,"{'c': 7240.0270056, 'h': 7386.17673522, 'l': 7203.73274366, 'o': 7277.47407048}"
2019-12-27,"{'c': 7295.60723294, 'h': 7360.80832371, 'l': 7198.94525406, 'o': 7236.23485678}"
2019-12-28,"{'c': 7319.89084853, 'h': 7392.30352765, 'l': 7290.12783773, 'o': 7291.11585312}"
2019-12-29,"{'c': 7419.17941527, 'h': 7511.10650979, 'l': 7279.86546765, 'o': 7279.86546765}"
2019-12-30,"{'c': 7300.67426507, 'h': 7451.48016382, 'l': 7283.38133498, 'o': 7420.28197424}"
2019-12-31,"{'c': 7197.52710917, 'h': 7329.46677776, 'l': 7169.90194447, 'o': 7292.74306676}"
2020-01-01,"{'c': 7199.66110087, 'h': 7251.88948986, 'l': 7174.94415256, 'o': 7195.12484514}"
2020-01-02,"{'c': 6985.65902257, 'h': 7210.54118018, 'l': 6944.25472071, 'o': 7205.21317903}"
2020-01-03,"{'c': 7347.59737791, 'h': 7406.15316829, 'l': 6919.34773049, 'o': 6982.22936048}"
2020-01-04,"{'c': 7415.20244546, 'h': 7416.98892482, 'l': 7312.09366032, 'o': 7350.28672719}"
2020-01-05,"{'c': 7410.81254092, 'h': 7541.89754499, 'l': 7405.65702871, 'o': 7409.41718698}"
2020-01-06,"{'c': 7770.52843473, 'h': 7777.0135036, 'l': 7409.73931838, 'o': 7409.73931838}"
2020-01-07,"{'c': 8166.96310003, 'h': 8178.21587336, 'l': 7768.22771944, 'o': 7768.22771944}"
2020-01-08,"{'c': 8082.95054727, 'h': 8393.4548233, 'l': 7966.16249767, 'o': 8162.44812791}"
2020-01-09,"{'c': 7880.28824913, 'h': 8079.77365843, 'l': 7843.58067004, 'o': 8079.77365843}"
2020-01-10,"{'c': 8164.65571526, 'h': 8164.65571526, 'l': 7734.49575355, 'o': 7870.19011796}"
2020-01-11,"{'c': 8029.64210795, 'h': 8216.04100476, 'l': 8029.64210795, 'o': 8162.79737968}"
2020-01-12,"{'c': 8185.64036985, 'h': 8198.14528419, 'l': 8013.90940094, 'o': 8033.26184596}"
2020-01-13,"{'c': 8148.31886082, 'h': 8191.33161477, 'l': 8079.70074107, 'o': 8187.06976034}"
2020-01-14,"{'c': 8827.76442606, 'h': 8865.87993889, 'l': 8142.89549984, 'o': 8142.98461236}"
2020-01-15,"{'c': 8807.01027532, 'h': 8876.94946658, 'l': 8657.18744654, 'o': 8793.70930055}"
2020-01-16,"{'c': 8723.78576573, 'h': 8846.46109861, 'l': 8614.38365726, 'o': 8817.1916805}"
2020-01-17,"{'c': 8929.0376776, 'h': 8956.17628306, 'l': 8678.86942107, 'o': 8725.2351715}"
2020-01-18,"{'c': 8942.80890321, 'h': 8979.8755786, 'l': 8835.40730137, 'o': 8898.72608801}"
2020-01-19,"{'c': 8706.24512993, 'h': 9163.76274181, 'l': 8620.88876182, 'o': 8923.5801411}"
2020-01-20,"{'c': 8657.64293942, 'h': 8738.55822041, 'l': 8564.21117745, 'o': 8713.25129291}"
2020-01-21,"{'c': 8745.89478833, 'h': 8753.0899111, 'l': 8545.89666779, 'o': 8652.84532495}"
2020-01-22,"{'c': 8680.87604222, 'h': 8791.33116878, 'l': 8643.22570027, 'o': 8740.48156865}"
2020-01-23,"{'c': 8406.5160678, 'h': 8687.74708842, 'l': 8337.8688481, 'o': 8680.14842441}"
2020-01-24,"{'c': 8445.43428152, 'h': 8510.44112145, 'l': 8267.01290315, 'o': 8404.60564199}"
2020-01-25,"{'c': 8367.84777344, 'h': 8450.42961311, 'l': 8296.50162646, 'o': 8450.42961311}"
2020-01-26,"{'c': 8596.82983316, 'h': 8600.873065, 'l': 8326.34531431, 'o': 8357.95197621}"
2020-01-27,"{'c': 8909.81917753, 'h': 8964.25577978, 'l': 8606.57019916, 'o': 8606.57019916}"
2020-01-28,"{'c': 9358.59031703, 'h': 9358.59031703, 'l': 8908.44692853, 'o': 8910.75442715}"
2020-01-29,"{'c': 9316.62950445, 'h': 9400.56478898, 'l': 9270.63777795, 'o': 9380.91880816}"
2020-01-30,"{'c': 9508.9935947, 'h': 9551.7670026, 'l': 9235.30214093, 'o': 9308.64668458}"
2020-01-31,"{'c': 9350.52936518, 'h': 9519.61136338, 'l': 9234.69365735, 'o': 9500.3636891}"
