t,o
2014-08-27,"{'c': 511.792230472, 'h': 522.69793634, 'l': 510.487966772, 'o': 514.3579343200001}"
2014-08-28,"{'c': 506.53819895799995, 'h': 514.97992418, 'l': 506.288446372, 'o': 510.9219024800001}"
2014-08-29,"{'c': 509.04553304800004, 'h': 513.548475134, 'l': 502.068809918, 'o': 506.90263656400003}"
2014-08-30,"{'c': 501.001790512, 'h': 508.916, 'l': 498.7685413319999, 'o': 508.26084835600005}"
2014-08-31,"{'c': 478.87886742800004, 'h': 504.623152072, 'l': 474.29368127800007, 'o': 501.16108117799996}"
2014-09-01,"{'c': 475.34660947400005, 'h': 486.38650933200006, 'l': 472.32792589, 'o': 479.05855565600007}"
2014-09-02,"{'c': 473.803368534, 'h': 484.36979806600004, 'l': 470.849666934, 'o': 474.82520896000005}"
2014-09-03,"{'c': 474.54419272800004, 'h': 477.98999999999995, 'l': 471.69029381, 'o': 473.715302592}"
2014-09-04,"{'c': 488.60745904, 'h': 493.45161502, 'l': 472.25918032, 'o': 474.5772718}"
2014-09-05,"{'c': 477.642145722, 'h': 489.844567096, 'l': 474.03693476, 'o': 489.534}"
2014-09-06,"{'c': 479.74170882, 'h': 484.93325800800005, 'l': 477.40706381, 'o': 477.907473476}"
2014-09-07,"{'c': 476.11974577, 'h': 482.80163831600004, 'l': 475.01570168599994, 'o': 479.6240000000001}"
2014-09-08,"{'c': 468.030480732, 'h': 477.929794304, 'l': 459.2198597, 'o': 477.237114982}"
2014-09-09,"{'c': 473.375732486, 'h': 475.648720812, 'l': 460.992989518, 'o': 468.32918448199996}"
2014-09-10,"{'c': 477.60737498399993, 'h': 488.172739366, 'l': 473.70459687600004, 'o': 473.70459687600004}"
2014-09-11,"{'c': 477.41388296800005, 'h': 480, 'l': 468.49027022999996, 'o': 477.25933307199995}"
2014-09-12,"{'c': 474.19739259, 'h': 477.87785182000005, 'l': 464.47385524000003, 'o': 476.68160195}"
2014-09-13,"{'c': 477.127472342, 'h': 480.00588251400006, 'l': 468.357088752, 'o': 472.466401444}"
2014-09-14,"{'c': 474.606315074, 'h': 481.0131620439999, 'l': 473.82362003200006, 'o': 477.78824655999995}"
2014-09-15,"{'c': 469.57152418, 'h': 479.48999999999995, 'l': 469.57152418, 'o': 474.749446334}"
2014-09-16,"{'c': 463.2017233959999, 'h': 473.493143676, 'l': 462.37872604000006, 'o': 469.423046322}"
2014-09-17,"{'c': 452.3290782179999, 'h': 465.57, 'l': 444.524499558, 'o': 463.41600000000005}"
2014-09-18,"{'c': 425.668635086, 'h': 451.15, 'l': 411.115807968, 'o': 451.00697297}"
2014-09-19,"{'c': 395.737689734, 'h': 428.75294142599995, 'l': 379.99811192000004, 'o': 426.024399564}"
2014-09-20,"{'c': 410.71515540999997, 'h': 429.928232824, 'l': 390.009570042, 'o': 396.46845813199997}"
2014-09-21,"{'c': 400.465411766, 'h': 413.2525500379999, 'l': 395.842208246, 'o': 410.785455522}"
2014-09-22,"{'c': 399.134149668, 'h': 409.075668412, 'l': 397.259974704, 'o': 400.702375916}"
2014-09-23,"{'c': 439.4156581540001, 'h': 450.499659636, 'l': 394.05406342000003, 'o': 400.011311784}"
2014-09-24,"{'c': 423.56804793000003, 'h': 441.20382646199994, 'l': 420.570206588, 'o': 440.57189530999995}"
2014-09-25,"{'c': 409.347515356, 'h': 423.79039773999995, 'l': 406.833464638, 'o': 423.40926062}"
2014-09-26,"{'c': 404.57418751600005, 'h': 413.851811872, 'l': 396.932325504, 'o': 409.967125368}"
2014-09-27,"{'c': 400.686514188, 'h': 408.228445684, 'l': 397.686103126, 'o': 404.574223674}"
2014-09-28,"{'c': 375.303150224, 'h': 403.66775485999995, 'l': 371.456484594, 'o': 399.0291591}"
2014-09-29,"{'c': 373.990622608, 'h': 385.502336392, 'l': 369.298565554, 'o': 375.31475331599995}"
2014-09-30,"{'c': 390.18710973000003, 'h': 395.747587878, 'l': 372.059196162, 'o': 374.34779289799997}"
2014-10-01,"{'c': 383.94373517800005, 'h': 392.942058334, 'l': 377.835404722, 'o': 390.876821664}"
2014-10-02,"{'c': 375.4928339, 'h': 385.60674507600004, 'l': 372.564213388, 'o': 384.54220791600005}"
2014-10-03,"{'c': 357.362980336, 'h': 377.6, 'l': 354.62067753400004, 'o': 375.00161966200005}"
2014-10-04,"{'c': 326.642468598, 'h': 364.75984453800004, 'l': 323.90308294999994, 'o': 358.60359245999996}"
2014-10-05,"{'c': 323.055049424, 'h': 338.705786318, 'l': 279.57388032200004, 'o': 326.663604588}"
2014-10-06,"{'c': 328.049174812, 'h': 345.52753437600006, 'l': 297.734443986, 'o': 320.087926272}"
2014-10-07,"{'c': 334.404218494, 'h': 336.532570102, 'l': 315.031922432, 'o': 328.86539744000004}"
2014-10-08,"{'c': 355.992247346, 'h': 358.03165755, 'l': 327.531019208, 'o': 334.415684806}"
2014-10-09,"{'c': 364.556226584, 'h': 387.067579888, 'l': 350.552456346, 'o': 356.1829898}"
2014-10-10,"{'c': 360.938671886, 'h': 376.574712722, 'l': 352.55205698, 'o': 364.37736645999996}"
2014-10-11,"{'c': 362.43268194600006, 'h': 366.453290984, 'l': 352.68754659000007, 'o': 360.823314194}"
2014-10-12,"{'c': 379.54423350800005, 'h': 382.446852736, 'l': 355.609975404, 'o': 363.27698226999996}"
2014-10-13,"{'c': 392.32550615599996, 'h': 401.42843421000003, 'l': 368.842478284, 'o': 378.47092940999994}"
2014-10-14,"{'c': 402.42857203799997, 'h': 414.7860870779999, 'l': 391.728009478, 'o': 393.02056334}"
2014-10-15,"{'c': 394.09448195199997, 'h': 403.938209438, 'l': 388.119881394, 'o': 402.752630872}"
2014-10-16,"{'c': 383.085283296, 'h': 398.84736026400003, 'l': 371.58206731200005, 'o': 394.38155529000005}"
2014-10-17,"{'c': 383.06091965599995, 'h': 384.70257878, 'l': 373.42415042000005, 'o': 383.087507036}"
2014-10-18,"{'c': 390.75379734, 'h': 396.061623282, 'l': 377.066312326, 'o': 383.324571334}"
2014-10-19,"{'c': 388.575872572, 'h': 394.115596284, 'l': 385.09371864, 'o': 390.312846612}"
2014-10-20,"{'c': 381.35682622, 'h': 389.448206958, 'l': 377.72468289200003, 'o': 388.27527823}"
2014-10-21,"{'c': 385.846074676, 'h': 393.5048197, 'l': 379.533746208, 'o': 380.41077526}"
2014-10-22,"{'c': 382.43631932, 'h': 388.39, 'l': 380.449421284, 'o': 385.33059794199994}"
2014-10-23,"{'c': 356.566155236, 'h': 384.340669566, 'l': 354.365279574, 'o': 382.20228002000005}"
2014-10-24,"{'c': 358.1904358080001, 'h': 362.92010913, 'l': 349.867307494, 'o': 357.090909036}"
2014-10-25,"{'c': 348.157435614, 'h': 359.00443355999994, 'l': 342.06791320400004, 'o': 358.27587962999996}"
2014-10-26,"{'c': 355.021491172, 'h': 361.382385866, 'l': 344.81, 'o': 348.69}"
2014-10-27,"{'c': 350.983183486, 'h': 358.14711157799996, 'l': 349.37296643400003, 'o': 354.923347382}"
2014-10-28,"{'c': 355.774005564, 'h': 357.210437166, 'l': 351.21292481800003, 'o': 351.306451784}"
2014-10-29,"{'c': 335.093284832, 'h': 355.49029675, 'l': 334.445533052, 'o': 355.10444235800003}"
2014-10-30,"{'c': 346.12152948600004, 'h': 350.97440597599996, 'l': 334.47944846200005, 'o': 336.216688272}"
2014-10-31,"{'c': 337.813393346, 'h': 347.613140762, 'l': 337.44096585, 'o': 345.792360344}"
2014-11-01,"{'c': 324.573484356, 'h': 339.384156, 'l': 318.721368198, 'o': 337.958395176}"
2014-11-02,"{'c': 324.36579329, 'h': 328.697416818, 'l': 319.06928251399995, 'o': 324.71969695199994}"
2014-11-03,"{'c': 325.965872218, 'h': 333.749666952, 'l': 323.73879361800005, 'o': 323.87698378799996}"
2014-11-04,"{'c': 330.07754074400003, 'h': 331.467607256, 'l': 321.82247911400003, 'o': 325.714568934}"
2014-11-05,"{'c': 338.002215156, 'h': 343.87642518999996, 'l': 330.078026512, 'o': 330.11800316000006}"
2014-11-06,"{'c': 349.912207048, 'h': 352.51024983599996, 'l': 336.86675682599997, 'o': 337.833548524}"
2014-11-07,"{'c': 342.135011436, 'h': 351.918395666, 'l': 341.03275008, 'o': 349.732086804}"
2014-11-08,"{'c': 345.74628679, 'h': 347.00540805, 'l': 341.35930776, 'o': 342.022585326}"
2014-11-09,"{'c': 365.563844488, 'h': 365.86490152, 'l': 343.57, 'o': 345.99999999999994}"
2014-11-10,"{'c': 365.87042619199997, 'h': 376.42685137599995, 'l': 358.07549539800004, 'o': 364.525728996}"
2014-11-11,"{'c': 369.81496743400004, 'h': 371.14221666800006, 'l': 361.15711632, 'o': 366.03482719000004}"
2014-11-12,"{'c': 424.36606007599994, 'h': 430.56932384000004, 'l': 370.28406658999995, 'o': 370.28406658999995}"
2014-11-13,"{'c': 420.47480877199996, 'h': 453.747879258, 'l': 384.77030788, 'o': 425.03208342199997}"
2014-11-14,"{'c': 399.50063883800004, 'h': 418.538979478, 'l': 383.779462016, 'o': 416.0058404079999}"
2014-11-15,"{'c': 376.62900497399994, 'h': 406.03451637599994, 'l': 369.88516119400003, 'o': 400.13069383799996}"
2014-11-16,"{'c': 389.797810122, 'h': 394.831136014, 'l': 375.002633146, 'o': 375.47227027599996}"
2014-11-17,"{'c': 388.358, 'h': 412.652797294, 'l': 377.954310626, 'o': 389.64066814200004}"
2014-11-18,"{'c': 375.089345896, 'h': 393.941792608, 'l': 372.42159464, 'o': 388.60790160399995}"
2014-11-19,"{'c': 378.896020706, 'h': 386.07279010800005, 'l': 373.20343719000005, 'o': 374.239426158}"
2014-11-20,"{'c': 356.462709068, 'h': 381.75884613999995, 'l': 354.08427285999994, 'o': 378.969493728}"
2014-11-21,"{'c': 350.462287766, 'h': 357.82952217, 'l': 343.134181518, 'o': 356.922131506}"
2014-11-22,"{'c': 353.31120368, 'h': 365.31867236000005, 'l': 351.36465004400003, 'o': 352.150533094}"
2014-11-23,"{'c': 367.699086678, 'h': 372.86932154199997, 'l': 353.304, 'o': 353.304}"
2014-11-24,"{'c': 375.8525662779999, 'h': 389.61543698, 'l': 367.18531619799995, 'o': 367.27571714199996}"
2014-11-25,"{'c': 376.590034426, 'h': 394.61921224400004, 'l': 375.17632319200004, 'o': 376.24996437600004}"
2014-11-26,"{'c': 367.557562668, 'h': 378.086440074, 'l': 364.16720182200004, 'o': 376.38404429800005}"
2014-11-27,"{'c': 369.65427477400004, 'h': 374.867218476, 'l': 367.014234418, 'o': 371.37744913}"
2014-11-28,"{'c': 376.849520466, 'h': 381.045046398, 'l': 358.703917692, 'o': 369.40999999999997}"
2014-11-29,"{'c': 375.88472041, 'h': 386.266011198, 'l': 372.30146133200003, 'o': 375.88713993600004}"
2014-11-30,"{'c': 376.68151586399995, 'h': 381.648058322, 'l': 373.767352892, 'o': 375.481061436}"
2014-12-01,"{'c': 376.62900668896464, 'h': 381.2496963199455, 'l': 371.53993845258566, 'o': 376.98168701199995}"
2014-12-02,"{'c': 379.06941206171257, 'h': 382.03759473168856, 'l': 372.23047751946217, 'o': 376.3698311644615}"
2014-12-03,"{'c': 375.55602754682644, 'h': 381.81666253163934, 'l': 374.2977169869139, 'o': 378.88252120568217}"
2014-12-04,"{'c': 369.19470388, 'h': 378.98816374, 'l': 365.710583554, 'o': 376.72025788449963}"
2014-12-05,"{'c': 376, 'h': 377.79444589, 'l': 366.016802556, 'o': 369.165295594}"
2014-12-06,"{'c': 375.01795153800003, 'h': 376.68139260399994, 'l': 371.31462831600004, 'o': 376.44923407}"
2014-12-07,"{'c': 377.14578302999996, 'h': 377.495348874, 'l': 373.172, 'o': 374.791918934}"
2014-12-08,"{'c': 361.6342622220001, 'h': 377.14, 'l': 361.6342622220001, 'o': 376.176073734}"
2014-12-09,"{'c': 351.90854790399993, 'h': 363.63373676599997, 'l': 344.859561044, 'o': 362.166573214}"
2014-12-10,"{'c': 346.959745012, 'h': 352.90176548, 'l': 346.959745012, 'o': 352.15476907000004}"
2014-12-11,"{'c': 348.921944692, 'h': 363.59588271800004, 'l': 340.156285242, 'o': 345.172488348}"
2014-12-12,"{'c': 352.869712602, 'h': 362.5320299962074, 'l': 348.56285313999996, 'o': 348.881377684}"
2014-12-13,"{'c': 350.961507326, 'h': 354.048993602, 'l': 347.53859678200007, 'o': 353.00779751399995}"
2014-12-14,"{'c': 357.141899984, 'h': 359.066532898, 'l': 348.21574341, 'o': 350.47084428799997}"
2014-12-15,"{'c': 348.08186068599997, 'h': 356.786383464, 'l': 347.20487349, 'o': 356.37224763999996}"
2014-12-16,"{'c': 328.90113902, 'h': 348.84895063, 'l': 328.90113902, 'o': 348.634787924}"
2014-12-17,"{'c': 321.598493206, 'h': 334.835337566, 'l': 316.50799419799995, 'o': 327.99183806}"
2014-12-18,"{'c': 312.28177588799997, 'h': 324.776248644, 'l': 305.291405104, 'o': 321.84982653400004}"
2014-12-19,"{'c': 318.544134062, 'h': 319.308598586, 'l': 307.869024224, 'o': 312.12153293800003}"
2014-12-20,"{'c': 331.49050168199994, 'h': 332.517015838, 'l': 317.01446552000004, 'o': 318.526221606}"
2014-12-21,"{'c': 320.556787554, 'h': 331.32082494, 'l': 319.56951511399996, 'o': 331.231559672}"
2014-12-22,"{'c': 331.997882986, 'h': 333.57179043400004, 'l': 320.58, 'o': 320.73224365199997}"
2014-12-23,"{'c': 336.522172414, 'h': 338.86231734200004, 'l': 328.595036798, 'o': 332.524}"
2014-12-24,"{'c': 322.522, 'h': 336.45997869, 'l': 321.506722168, 'o': 335.80138346399997}"
2014-12-25,"{'c': 319.693281002, 'h': 323.36082959, 'l': 317.53201843, 'o': 323.03}"
2014-12-26,"{'c': 329.31228121600003, 'h': 331.697760432, 'l': 316.794, 'o': 319.81367040799995}"
2014-12-27,"{'c': 316.209387338, 'h': 328.994, 'l': 312.687979956, 'o': 328.971179918}"
2014-12-28,"{'c': 317.59399999999994, 'h': 318.61226004599996, 'l': 311.58410352799996, 'o': 316.7222305}"
2014-12-29,"{'c': 312.45850041200003, 'h': 320.139016148, 'l': 311.53666259399995, 'o': 317.68602657200006}"
2014-12-30,"{'c': 311.43002015, 'h': 316.318279876, 'l': 310.036078908, 'o': 313.204648556}"
2014-12-31,"{'c': 320.992712128, 'h': 320.992712128, 'l': 311.001068336, 'o': 311.45152464999995}"
2015-01-01,"{'c': 314.025456318, 'h': 320.987414966, 'l': 313.739880126, 'o': 320.987414966}"
2015-01-02,"{'c': 315.687160984, 'h': 316.75975869, 'l': 312.847921148, 'o': 313.973633188}"
2015-01-03,"{'c': 283.00653515, 'h': 316.529809512, 'l': 283.00653515, 'o': 315.31370051199997}"
2015-01-04,"{'c': 263.80788251599995, 'h': 288.253557776, 'l': 256.12159620799997, 'o': 280.469411976}"
2015-01-05,"{'c': 276.8, 'h': 279.195638938, 'l': 264.973696706, 'o': 264.973696706}"
2015-01-06,"{'c': 276.8, 'h': 276.8, 'l': 276.8, 'o': 276.8}"
2015-01-07,"{'c': 276.8, 'h': 276.8, 'l': 276.8, 'o': 276.8}"
2015-01-08,"{'c': 284.2775, 'h': 327.19, 'l': 275.46533333199994, 'o': 276.8}"
2015-01-09,"{'c': 293.956460672, 'h': 297.262244106, 'l': 284.2775, 'o': 284.2775}"
2015-01-10,"{'c': 275.178914552, 'h': 294.59775164999996, 'l': 273.387104288, 'o': 293.936044116}"
2015-01-11,"{'c': 265.104599912, 'h': 280.501409668, 'l': 265.104599912, 'o': 275.081383418}"
2015-01-12,"{'c': 267.0091753, 'h': 272.265949, 'l': 264.78379783599996, 'o': 266.311798448}"
2015-01-13,"{'c': 226.23151002694604, 'h': 267.736622648, 'l': 219.73608296605101, 'o': 267.18395822800005}"
2015-01-14,"{'c': 172.2093361644184, 'h': 225.18395320997615, 'l': 164.4448189653399, 'o': 225.18395320997615}"
2015-01-15,"{'c': 210.22205401982146, 'h': 231.53793081228469, 'l': 169.7379668087513, 'o': 170.47873956786066}"
2015-01-16,"{'c': 207.400753385583, 'h': 222.47742350015832, 'l': 199.3483084732865, 'o': 209.33658772869276}"
2015-01-17,"{'c': 199.71335481, 'h': 211.80530974936855, 'l': 195.73519124131218, 'o': 207.63520745542118}"
2015-01-18,"{'c': 211.933325656, 'h': 219.40326627, 'l': 195.06398624000002, 'o': 200.22887284200002}"
2015-01-19,"{'c': 216.21354573944032, 'h': 218.3392084957858, 'l': 208.18908043749624, 'o': 212.06209808600002}"
2015-01-20,"{'c': 211.21436810323002, 'h': 216.3979083544205, 'l': 205.20891013114516, 'o': 215.54748506166888}"
2015-01-21,"{'c': 227.3673392702163, 'h': 228.29903662666885, 'l': 209.57109809126172, 'o': 212.5272541967667}"
2015-01-22,"{'c': 233.0832877620321, 'h': 238.01753853135227, 'l': 226.54511559631948, 'o': 227.99846691336296}"
2015-01-23,"{'c': 233.64693715257727, 'h': 236.14523119056315, 'l': 225.82921359442042, 'o': 233.263725514559}"
2015-01-24,"{'c': 249.34753805699575, 'h': 249.7798229498805, 'l': 227.4262896551724, 'o': 233.6342221840551}"
2015-01-25,"{'c': 254.56624312740095, 'h': 255.8067826794092, 'l': 245.0362124092614, 'o': 249.1401977539884}"
2015-01-26,"{'c': 274.3673394383924, 'h': 306.5647751283482, 'l': 255.30528050756934, 'o': 255.4619334940875}"
2015-01-27,"{'c': 263.8566599952122, 'h': 276.564089199656, 'l': 247.24911877058403, 'o': 273.9575558457476}"
2015-01-28,"{'c': 235.52673814242775, 'h': 265.6183836295014, 'l': 228.6054083570657, 'o': 263.9718532402625}"
2015-01-29,"{'c': 235.37804606435822, 'h': 241.35538024441522, 'l': 222.11372091204808, 'o': 235.62912354795293}"
2015-01-30,"{'c': 228.47145635184606, 'h': 244.48915989163024, 'l': 228.47145635184606, 'o': 234.94896269945258}"
2015-01-31,"{'c': 218.1833214083741, 'h': 234.59422923589372, 'l': 217.87861990888882, 'o': 229.5556041881006}"
2015-02-01,"{'c': 227.6223232278307, 'h': 232.17623334104655, 'l': 212.5261683073248, 'o': 218.6622130576152}"
2015-02-02,"{'c': 237.9709054988361, 'h': 239.79321641059315, 'l': 222.62689971598198, 'o': 227.27903463193738}"
2015-02-03,"{'c': 227.6791825345782, 'h': 243.72384092265776, 'l': 225.69595555607233, 'o': 237.61763098357505}"
2015-02-04,"{'c': 227.08019879655745, 'h': 229.94118448916637, 'l': 221.73797153607273, 'o': 228.40127268860851}"
2015-02-05,"{'c': 216.85577466626742, 'h': 228.7834485414449, 'l': 215.73702668078832, 'o': 227.34880211775567}"
2015-02-06,"{'c': 222.78397787291473, 'h': 224.97221609850675, 'l': 215.44373082301476, 'o': 216.7255618902697}"
2015-02-07,"{'c': 229.00185702084914, 'h': 230.42672258945404, 'l': 222.66233407191004, 'o': 223.10174592951017}"
2015-02-08,"{'c': 223.96367191496202, 'h': 231.56841993391157, 'l': 220.61434882055923, 'o': 228.85097260827715}"
2015-02-09,"{'c': 221.00423895534863, 'h': 224.88412137547098, 'l': 217.54887880263004, 'o': 223.96107979564272}"
2015-02-10,"{'c': 220.600396870975, 'h': 221.98396055490758, 'l': 215.205263720959, 'o': 221.2997866167588}"
2015-02-11,"{'c': 219.72851613123763, 'h': 223.423287097828, 'l': 218.72496007407062, 'o': 220.77446263126734}"
2015-02-12,"{'c': 222.82890337317286, 'h': 223.5737942221042, 'l': 218.18227955545626, 'o': 219.46583594986288}"
2015-02-13,"{'c': 236.80501885043395, 'h': 241.9532351025943, 'l': 222.05295705630442, 'o': 223.0756117853015}"
2015-02-14,"{'c': 257.0310272347365, 'h': 258.93231532969776, 'l': 236.65415222193684, 'o': 236.65415222193684}"
2015-02-15,"{'c': 235.04578132021575, 'h': 266.8182081991578, 'l': 228.66145140557046, 'o': 256.8287466278914}"
2015-02-16,"{'c': 234.52568993572527, 'h': 240.67193479390863, 'l': 230.26713090535927, 'o': 235.32151757076454}"
2015-02-17,"{'c': 244.70220039160876, 'h': 246.88976256808155, 'l': 233.36514414401728, 'o': 234.37347312759667}"
2015-02-18,"{'c': 237.4602610895538, 'h': 245.6111949925417, 'l': 233.09707176942484, 'o': 244.76190638899607}"
2015-02-19,"{'c': 241.46005745043004, 'h': 244.08435184704257, 'l': 236.09233202672712, 'o': 237.51277435563034}"
2015-02-20,"{'c': 245.34212468697484, 'h': 248.42427692212317, 'l': 240.31151402425084, 'o': 241.0004083718051}"
2015-02-21,"{'c': 245.57855416287262, 'h': 247.61121902176075, 'l': 244.24816085238348, 'o': 244.57867455184982}"
2015-02-22,"{'c': 236.45729496468238, 'h': 247.18170260093967, 'l': 233.75867597874935, 'o': 245.4333066499533}"
2015-02-23,"{'c': 239.22513276094452, 'h': 240.72128106818482, 'l': 232.6235067918755, 'o': 236.87014764875912}"
2015-02-24,"{'c': 239.84104232259955, 'h': 240.8255185082637, 'l': 236.48921791366132, 'o': 239.55589035496223}"
2015-02-25,"{'c': 238.1139375509444, 'h': 240.63529340662677, 'l': 235.95496138580606, 'o': 239.71124335937617}"
2015-02-26,"{'c': 237.0798280600164, 'h': 238.46544379656362, 'l': 234.59152966690235, 'o': 238.1185944825708}"
2015-02-27,"{'c': 253.82688189441114, 'h': 257.6133233909905, 'l': 236.3396599091847, 'o': 237.17316926929666}"
2015-02-28,"{'c': 253.69150938477878, 'h': 255.75943017296103, 'l': 248.0738180689138, 'o': 253.87768497506318}"
2015-03-01,"{'c': 258.7270505768632, 'h': 259.82521998833994, 'l': 246.36135060570186, 'o': 254.1699259831633}"
2015-03-02,"{'c': 276.09280051627326, 'h': 277.3372662815386, 'l': 257.5431973041399, 'o': 258.8781457091089}"
2015-03-03,"{'c': 282.47608809215455, 'h': 287.49037216751435, 'l': 267.68575421423077, 'o': 276.5905261199526}"
2015-03-04,"{'c': 272.0490118612828, 'h': 286.49020825165087, 'l': 268.25090738274866, 'o': 282.2386315046539}"
2015-03-05,"{'c': 275.79883665960716, 'h': 279.39515174760237, 'l': 263.6726489199353, 'o': 272.3440087541925}"
2015-03-06,"{'c': 273.04917469043914, 'h': 278.9766487919901, 'l': 269.7197345506167, 'o': 274.80535764526724}"
2015-03-07,"{'c': 276.87809766906935, 'h': 278.5543561241121, 'l': 270.50061030784167, 'o': 272.68869001941005}"
2015-03-08,"{'c': 275.2790516535126, 'h': 277.85813462303884, 'l': 272.2111239495297, 'o': 276.83782476915883}"
2015-03-09,"{'c': 288.21420611712483, 'h': 291.47833709840813, 'l': 274.5899760235385, 'o': 275.2096985118507}"
2015-03-10,"{'c': 292.4491012592292, 'h': 297.84107095611245, 'l': 286.1694426148764, 'o': 289.631801682019}"
2015-03-11,"{'c': 296.5324948519402, 'h': 297.0566006922088, 'l': 288.94775794241644, 'o': 292.02108151752003}"
2015-03-12,"{'c': 295.8481806574898, 'h': 298.38680113699826, 'l': 292.31375691413643, 'o': 296.66837906899866}"
2015-03-13,"{'c': 285.6382567507711, 'h': 295.68842628705505, 'l': 285.6382567507711, 'o': 295.47710844219}"
2015-03-14,"{'c': 283.2459863615356, 'h': 287.7994971439442, 'l': 281.7039315502545, 'o': 283.5261161038228}"
2015-03-15,"{'c': 287.2991907259144, 'h': 288.37067439183863, 'l': 282.09098555029874, 'o': 283.0604832460456}"
2015-03-16,"{'c': 291.34814111759096, 'h': 294.2761362421716, 'l': 287.00844025023997, 'o': 287.4957662789243}"
2015-03-17,"{'c': 286.2368092015699, 'h': 293.3098804756945, 'l': 282.75602625852, 'o': 291.6303421989139}"
2015-03-18,"{'c': 258.19452903790227, 'h': 286.2767805490354, 'l': 251.30734838099642, 'o': 283.93389625443393}"
2015-03-19,"{'c': 262.2621084126871, 'h': 265.76143380115536, 'l': 249.83404899358484, 'o': 257.8364395724607}"
2015-03-20,"{'c': 263.0544217347894, 'h': 266.68659064744355, 'l': 259.2268732486606, 'o': 262.50896544913655}"
2015-03-21,"{'c': 261.3618035693705, 'h': 262.85451954138586, 'l': 256.9073325170496, 'o': 262.84251828538225}"
2015-03-22,"{'c': 268.2085121177197, 'h': 270.8094726022411, 'l': 259.56707241295345, 'o': 261.4872004060744}"
2015-03-23,"{'c': 266.23292063440385, 'h': 271.1784342243266, 'l': 261.5020975762367, 'o': 268.3897211378239}"
2015-03-24,"{'c': 245.67390713063523, 'h': 267.64414161728484, 'l': 244.35443463037836, 'o': 266.8270372989342}"
2015-03-25,"{'c': 246.89425507312757, 'h': 248.74899992768468, 'l': 236.7403081760346, 'o': 247.1830558638598}"
